,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.413838084605408,0.0285279400264744,0,0,0,0,-0.0028989455980384,0,0,0,0,0
ETH,0,0,0,0,0.0953548014097222,0,0,0,0,0.116821784895294,0,0,0,0,0
XRP,0,0,0,0,0.0600252256254396,0,0,0,0,-0.0471800297978446,0,0,0,0,0.0431311704396784
LTC,0.728001836611476,-0.0275333879242967,0,0,0,0,0,-0.0229950325290976,0,0,0,0,0,0,0
XEM,0.389346835413383,0,0,-0.00000000000000000173472347597681,0,0.16644167562463,0.127659831314936,0.0765458994962332,0,0.0296959873534656,0,0,0,0,0.142388191706079
DASH,0,0.045469466530712,0,0,0,0,0,0,0,0.0568223727712698,0,0,0,0,0.0735507701676143
DOGE,0.275248864909083,0.0126943163310289,0,0.0595948367316824,0.0301801507492219,0,0,0,0.158980417689905,0,0,0,0,0,0.0998225853165137
XMR,0,0.0220300190852613,0,0,0,0.0842622920728049,0.325530311730095,0,0.417370842497352,0,0,0,0,0,0
XLM,0,0.0364346780507447,0,0.0574429241006841,0.0982745137084862,0,0.127482669661585,0.137838991035429,0,0,0,0,0,0,0
DGB,0,0.073867624854352,-0.0481992528603108,0,0.153844344199502,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0.0185079368712999,0,0,0,0,0,0,0,0,0,0,0,0,-0.0690740987083671
CVIX.INDEX,0,0,0,0,0,-0.00000130230246423765,0,-0.000000632866648058203,0,-0.0000175500635364678,0,0,0,0,0.252436281623201
DXY.INDEX,0,0.000000752520917764404,0,0.000000562301974839107,0,0,-0.000002346771701724,0,-0.00000436064171791396,0,0,0.0374263325571165,0,0,-0.00821210189780246
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609549640484435
VIX.INDEX,0,0,0,0,0,0,0,0.000000630862882385935,0,0,0,0.626502973792732,0,0,0
