,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,MIOTA,DASH,TRX,NEO,ETC,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.129188713309671,0.0421217587181373,0,0,0,0.0133946405227624,0.0416963693236334,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.186020878801642,0.00893475464750444,0,0,0.014916344859359,0,0.0301707361043986,0,0.0505077209340928,0.166314894695025,0,0,0,0,0,0,0
XRP,0,0,0,0.0657615904200108,0.0485823812922281,0,0,0,0,0.243698953349107,0,0,0.111408332804426,0,0,0,0,0,0,0
BCH,0,0,0,0,0.00000000000000000010842021724855,0,0,0.166118908761095,0,0.083860772274106,0,0.132589679181683,0.0719399668991268,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0.0134748173207017,0.0178822612798637,0.158690060556334,0.279366888092997,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.621152986294414,0,0,0,0,0.0287699864288285,0,0,0,0,0,0,0
LTC,0,0,0,0.0789813263440175,0.0681079313394145,0,0,0,0,0.172665234703257,0,0,0.0218232000530773,0,0,0,0,0,0,0
ADA,0,0,0,0,0.114760429960439,0,0,0,0,0,0.0927012597182887,0.319840652785984,0.079428249399004,0,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0.0127712969743962,0,0.0874607479610118,0.193691877032707,0,0.222960589006809,0,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0,0,0.197794701491511,0.599323746756497,0,0.152064144559387,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0.0624591426330551,0,0.0935479186983924,0,0.0487409526383532,0.265476773252717,0,0,0,0,0,0,0
TRX,0,0,0,0,0.0650522958242573,0,0,0.165555968889852,0,0.254501142991707,0,0,0.187304965623143,0,0,0,0,0,0,0
NEO,0,0,0,0,0.275146302098077,0,0,0,0.0992294256590766,0.377301636519827,0,0.0823726552279946,0,0,0,0,0,0,0,0
ETC,0,0.265033294849723,0,0.0606583721491765,0,0,0,0,0,0.147070645928152,0,0,0,0,0,0,0,0,0,0
BNB,0,0,0,0,0,0,0,0.00718246431966214,0,0.107538803958109,0.106069565505617,0,0.186866925159045,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0.0147291625398858,0,0,0,0,0,0,0,-0.0609318072298879
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0.000000916172836963918,0,0,0,0,0.00000113788299026164,0,0,0,-0.00000344697186025703,0,0.0460385137751899,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,-0.00000182539975714223,0,0,0,0,0,0,0,0,0,0,-0.0639775130765253
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
