,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.107342138821892,0.0295301152088927,0.0230487592309323,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.122003655313697,0,0.0222745135158079,0,0,0,0,0,0,-0.0434007278818224
LTC,0.274996381080403,0,0,0.0788318839847508,0,0,0.0401093810929114,0.0223264024427892,0.0748911560242044,0,0,0,0,0.0292855372594438
DOGE,0,0.0544828982405504,0.252718731749785,0,0.247277524014106,0.0814037873009805,0,0.103755109909767,0,0,0,0,0,0
XLM,0,0.0996047531219808,0.0891405110109291,0.201169766647912,0,0.0856823577122986,0,0,0,0,0,0,0,0
DASH,0,0.0717748908681708,0.0661224281808952,0.0385993453820706,0.172107019058711,0,0.0584691482188066,-0.0351069412915394,0,0,0,0,0,-0.0351815944646144
XMR,0.665357600849458,0,-0.0755613819254229,0,-0.0823797076560015,0,0,-0.0852894378738672,0.201968389822607,0,-0.439433736411782,0,0,-0.0779868127266284
XEM,0,-0.0744134156869777,0.118126624136721,0.214728348801193,0,0,0,0,0.116155014796252,0,0,0,0,0.113553978784427
DGB,0,0,0.0851232369387812,0,0,0,0.0449852612708688,0,0,0,0,0,0,0.139381151850472
BV010082.INDEX,0,0,-0.0150316059407535,0,0,0,0,0,0,0,0.115321071240917,0,0,0
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,-0.00317406900277457,0.000401129136983876,0,0,0,0,0,0,0.0686948878439231,0,0,-0.00569603831298172
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686070439534853
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
