,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0363307063025115,0.0182796508598946,0.00684988933376625,0,0,0.118860605811728,0,0.0419784412898861,0,0.0201907877232881,0.103089487759505,0,0.0280265272068399,0,0,0,0,0,0
ETH,0,0,0.141389481280601,0.0684251979576611,0,0,0,0,0.0846790207723486,0,0.016186790786205,0.0811912909238385,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0.0600466234221704,0.142911496998626,0.181696478925898,0,0.027586972008834,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0.204220035927344,0,0,0.304308764501906,0,0,0.108430388484034,0,0,0,0,0
EOS,0,0,0.160172344045138,0,0,0,0.210741992456428,0,0,0.193487504429704,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.168863757748486,0.015989800573586,0,0.0235011818998414,0.0961900261879324,0.0961384613068055,0,0,0,0,0,0.0703528173167794,0,0,0,0,0
ADA,0,0,0.0564702541852996,0,0.0803770390693113,0,0,0.336910477312461,0.0107790615255944,0,0.0504993236606367,0,0,0.107647289903219,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0.326793074308206,0,0,-0.00000000000000000346944695195361,0.341119697524486,0,0,0.0260839605141964,0,0,0,0,0,0
MIOTA,0,0,0,0.243333785084329,0,0,0.229742114973544,0,0,0,0.0201339745361657,0.0346277373430764,0.160534028422975,0,0,0,0,0,0,0
TRX,0,0,0,0.0893505449427608,0.18678918103279,0,0,0.321779049007285,0.128620643427449,0,0.061509060325192,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0354143855618272,0,0.0949280825924632,0.132713324241902,0.0983296245492104,0.00371027024151741,0,0.231482018003407,0,0,0.223377351081992,0,0,0,0,0
DASH,0,0,0,0.208174627145551,0,0,0,0.0702550391119108,0.131077810776482,0.0540388381256361,0.0502704205332326,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0.128252662264287,0.122077303753564,0,0.0293053942005749,0.227420881168178,0,0,0.0453006596957735,0,0,0,0,0
XEM,0,0.0352792414753495,0,0,0,0,0.0924122909016329,0.220861756995402,0.232617980517533,0.0207777300522241,0.00715159052719369,0,0,0,0.0427096630790212,0,0,0,0,0
ETC,0,0,0.0476803154604113,0.110119301573044,0.0116799396045559,0,0.0702683507413233,0.142284045815507,0,0.068435867691187,0.172847993679806,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0.0118024393415501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421891862662374
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10085747201337
VIX.INDEX,0,0,0,0,-0.0000200447164611282,0,0,-0.0000125954797166144,0,-0.0000101570670700343,0.0000182024450345843,0,0,0,0,0,0,0,-3.71144766675665,0
