,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0445807860683086,0.125843302879024,0,0,0,0,0,0,-0.025370302705108,0,0,0,0,0
ETH,0,0,0,0,0,0,0.110312083424953,0.514293747983354,0,0.120971050855835,0,0,0,0,0.0464732822200414
LTC,0.344963836892435,-0.0770501810890819,0,0,0,0,0,0,0,-0.0359451532481427,0,0,0,0,0
XRP,0,0,0,0,0,0,0.102154837966681,0,0.0847397554331537,-0.0478281882561895,0,0,0,0,0.0201768660331287
DASH,0,0.0359380445573815,0,0,0,0,0,0,0,0.0576558599221028,0,0,0,0,0.0596168484741549
DOGE,0.25709645208892,0,0,0,0,0,0,0,0,-0.0273631557344755,0,0,0,0,0
XEM,0,0,0,0.184260087779555,0.0894951354569417,0,0,0.231127905769866,0,0,0,0,0,0,0
XMR,0,0.262548336177225,0,0,0,0.114063500940189,0.0492715533876917,0,0.494843952127834,0,0,-0.15335690468986,0,0,0
XLM,0.0232727419094462,0,0,0.222990760807419,0,0.172952172361356,0,0.1466030880358,0,-0.0201675729696859,0,0,0,0,0.0560654154742682
DGB,-0.230675579548975,0.0999744035333135,-0.138823042866059,0,0.171167218459883,-0.0873578054850089,0.143339709654549,0,0,0,0,0,0,0,-0.141305141015083
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600766620973813
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476328285191966
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0.000000105618672821211,0,0,0,0,-0.0609557741095025
VIX.INDEX,0,0,0,0,0,0,0,0,0,-0.00000223288598983645,0,0.575997682404353,0,0,0
