,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0429178572224026,0.128471685393562,0.045601996673975,0.388313541520066,0,0.0591214528618634,0,0,0,0,0,0
XRP,0.334115697869208,0,0.0507949515915376,0,0,0.246546397206121,0,0.0340388055106627,0,0,0,0,0.00210479105577011
LTC,0.545516727688413,0,0,0,0,0,0.0194835397284006,0.00897616179014211,0,0,0,0,0
DASH,0.579745288763905,0,0.134333365946009,0,0.0953248772721478,0,0,0.00222290488128318,0,0,0,0,0
DOGE,0.413170693549448,0,0.140720715213273,0.0418539273844551,0,0,0,0.00444392071538361,0,0,0,0,0
XLM,0.0782830805081448,0.779035293150224,0,0,0.128287484033528,0,0,0.0109051406720454,0,0,0,0,-0.0416745551986504
XMR,0.817111477221087,0.0428709807139365,0.136106406112322,-0.141746790675757,0.220151542725303,-0.0770425123969955,0,0,0,0,0,0,0.067381841544266
DGB,0.602834662552116,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284327218295594
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,-0.0882423392859601
VIX.INDEX,0,0,0,0,0,0.000000000000000000000000413590306276514,-0.0000000362253279397459,0,0,0,0,-4.21516608701324,0
