,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0291242981285359,0,0.094961600052887,0,0,0.00557843705585556,0.00168335230147788,0.0238002250373756,0,0,0,0,0,0
ETH,-0.592342631687254,0,0,-0.290242574383469,0,-0.0713305673863213,0,0.272857836846892,0,-0.017434902461084,0,0,0,0,0.117843642510089
XRP,0,0.0303687159161444,0,0,0.0431709093206933,0.0447055831150303,-0.00484730330946135,0.0189912994736195,0.103759430127889,0,0,0,0,0,-0.0500584882648496
LTC,0.358438715511091,-0.0160567950965678,0,0,0,0.0197909957970231,0,-0.000263060640838763,0.00401570294091827,0.0031067444637689,0,0,0,0,0
DASH,0,0,0.0819984414758471,0,0,0,0,0.0295707786372408,-0.138419972321251,0.043494817772307,0.411051559920075,0,0,0,0.225175752583498
DOGE,0,0,0,0,0,0,0,0,0,0.0364597066290687,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0.209041600318704,0,0,0,0,0
XMR,0,0.21039979989089,0.370481362206205,0,0.134782987638817,0,0,0,0.109239577826863,0.152553550592704,0,0.252863032115533,0,0,-0.179312599301554
XLM,0,0,0,0,0,0,0.159179478262701,0.0629761438566142,0,0.0521986427791703,0,0,0,0,0.152453996054508
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0.0125824402987932,0,0,0,0,0,0,-0.0105025098679309,-0.0227449253569718,0,0,0,0,-0.131493158279028
CVIX.INDEX,0,0,0,0,0.00000993913513828903,0.0000109396574741946,0,0,0.00000677407032944276,0.00000225883999411842,0,0,0,0,0.192242301694346
DXY.INDEX,0,0,0,0,0,0,0,0,0.000000381658014949522,0.00000082219223587157,0.0653700075037259,0,0,0,0.0168957891043925
SPX.INDEX,0,0,0,0,0,0,0,0,-0.000127595692375491,-0.000480410723826382,0,0,0,0,-0.0499250216713254
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
