,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.215721795792568,-0.0356913689358648,0,0,0.015284558578736,0,-0.0134294071333515,0,-0.00389032778671028,-0.0189962691615743,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0.0351298654938544,-0.0277382743611499,0.00000000000000000010842021724855,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0.262100883306938,-0.04911423742379,-0.0151373682763089,0,0,0,0,0,0
LTC,0.241226847911511,0,0,0,-0.0214582042978129,0,0,0,0,-0.00852081776242096,0,0,-0.0152548886620168,0,0,0,0,-0.00115347041783397
XMR,0,0,0,0,0,0,0.231709020991804,0.208466011478131,0,0.12420716186645,-0.0620107216979218,-0.0350078653998482,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0,0,0,0,0,-0.0162090315735319,0,0,0,0,0,0
DASH,0,0,0,0,0.0694643049623779,0,0,0,0,0.00184905115192292,-0.0250267869964132,-0.031162862879705,0,0,0,0,0,0
XEM,0,0,0,0,0,0.0346343476490855,0,0,0,-0.0107433827346178,0.0302108812314785,-0.0345669608347,0,0,-0.209333823616775,0,0,0
DOGE,0,0,0.0230136621234847,0,-0.0308595549027457,0,0,0.0407871583943858,0,0.0295082454974226,0.00976844039675538,-0.00235127803945754,0,0,0,0,0,0
XLM,0,0.0397311200177905,0.201323533434416,0,0.0400785679515499,0.0155558248312076,0,0,0,0,0,-0.0144705654943145,0,0,0,0,0,0.00163721024932249
NEO,0,0,0,0,-0.248616391747743,-0.216652515738479,0,0.163561211955822,0,0,0,-0.0381224241026973,-0.376803571915125,0,0,0,0,0
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,-0.0317352367793561,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.0264490285218549,0,0,0,0,0,0,0,0,-0.00107844203301703,0,0,0,0,0,-0.0500590802071974
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0.00000205339484085121,-0.000000583484888686082,0,0,0,0,0,0.0664647466158324
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0.000917637122849317,0.0000482425195125801,0,0,0,0,0,-0.011307928213028
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,-0.000000432496899501426,0,0,0,0,0,0,-0.0521571035307757
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
