,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.450496653504717,0.0391121715278905,0,0,0.0194377012080046,0,0,0,0,0,0,0.00817889611447569
ETH,0,0,0,0,0,0,0,0,0,0.1401654780471,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.607995329764055,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121411769382255
XEM,0.39862532624351,0,0,0,0,0,0,0,0.641702145981353,0.0475199714739839,0,0,0,0,0
DASH,0.0410465346076326,0.0674221867268942,0,0.136636422286858,0,0,0,0,0,0.0239973623584069,0,0,0,0,0
DOGE,0.337712303817543,0,0.143899555820378,0,0,0,0,0,0.114876416525165,0.0616039056121004,0,0,0,0,0.0293422290771962
XMR,0.520673004257921,-0.0927060685186246,0,0,-0.0627877228840563,0.169322964298032,0.0769210207158388,0,0,0.0166306570842582,0,0,0,0,-0.0604102443941858
XLM,0,0,0,0.107948203351458,0.12354554925421,0,0.0872773197324948,0.0462869389399178,0,0,0,0,0,0,0.0208573760349778
DGB,0,0,0,0,0.073853571195879,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418360567173001
CVIX.INDEX,0,0,0,0,0,0,0,0,0,-0.0000174668063628894,0,0,0,0,0.252442005790322
DXY.INDEX,0,0,0,0,0,0,-0.000000295763825842349,0,-0.00000025824891875318,0,0,0.041501667544053,0,0,-0.00114853048974096
SPX.INDEX,0,0,0,0,-0.0000013941764329014,0,0,0,0,0,0,0,0,0,-0.0648320902248694
VIX.INDEX,0,0,0,0,0.000000993464341819318,0,0,0,0,0,0,0.632887886306809,0,0,0
