,BTC,ETH,XRP,LTC,EOS,BCH,BNB,XLM,TRX,ADA,BSV,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0873847439735933,0.0505298097469782,0.0613742649981905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.17736267103641,0.13162194873312,0.173294292491482,0,0,0,0.0229629057574782,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0.109155755855958,0.136283291948334,0.096332276266909,0,0.0552836336258208,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0,0.252808319376473,0.227997673458848,0.112431869453773,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS,0,0.118680313152571,0,0.378777580798917,0,0.0894519384803169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCH,0,0.220069542089493,0,0.202399695409553,0.128524350652937,0,0,0.0351549257591137,0,0.0248752366536578,0.0604982857710645,0,0,0,0,0,0,0,0,0
BNB,0,0,0,0.557259331616916,0,0,0,0,0,0,-0.0728062236516576,0,-0.327851938471014,0.283603093928797,0.0531703594418152,0,0,0,0,-0.131533006644922
XLM,0,0,0,0.150268813854626,0,0.164034014502989,0,0,0,0.0945370710132582,-0.00000000000000000173472347597681,0,0.099762000810091,0,0,0,0,0,0,0
TRX,0,0,0,0,0.100542499192971,0.0423969104257354,0,0,0,0.106801839814021,0.120289138436583,0.0984841048051757,0,0,0,0,0,0,0,0
ADA,0,0.0726212690319946,0,0.208114509257423,0.0611839516410569,0.248709757135746,0,0,0,0,0,0,0.043714298983833,0,0.0153839304813233,0,0,0,0,0
BSV,0,0.0774651282003294,0,0.0509967069327087,0.154765152802858,0.163704113680253,0,0,0,0.102224273706656,0,0,0,0,0.0136944904688216,0,0,0,0,0
XMR,0,0,0,0.123716685147818,0.246740435158493,0.0595793022510979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0.0356348233119369,0,0.061087546861729,0.218098633025543,0.0656903122226378,0,0.0429327700071108,0,0.166609379687774,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.0665861878425178,0.318832772978954,0,0,0.00879464513161458,0,0.0860368107733958,0.0204312873550652,0,0,0,0,0,0,0,0,0
MKR,0,0.0916240677111559,0,0,0.296765185855358,0,0,0,0,0.239537618465843,0,0,0,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157447075720012
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0.000000181815637704326,0,0,0,0,0,0,0,0,0,0,0,0,-0.0915430086086098
VIX.INDEX,0,0,0,0.0000387645347557286,0,-0.0000139324510816852,0,0,-0.00000225103199881031,0,0,0,0,0,-0.00000862286836406754,0,0,0,-1.88412303873608,0
