,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.0536759631108991,0.0787026098262333,0.0294955201881198,0.0696977750202733,0,0,0.0230680417335368,0,0,0,0,0
XRP,0,0,0.0340559646526134,0,0.126692339816263,0.341150781989991,0,-0.0221130227842342,0,0,0,0,0,-0.0763525551372805
LTC,0,0,0,0,0.0699182604165596,0,0,0,0,0,0,0,0,0.117955171112079
DASH,0,0,0,0,0.00198781968758387,0.243164631849381,0.079746239206443,0,0,0,0,0,0,0
DOGE,0.0455083300945427,0,0.0765957474044927,0.244322785205431,0,0.304899664785803,0,0.0322356584271644,0,0,0,0,0,0.00409239244353194
XLM,0,0.230544233182786,0,0.0614585387675148,0.24722712723805,0,0,0,0,0,0,0,0,0
XMR,0,0,-0.0615005579501581,0,0,0,0,0,0.220361215474562,0,0,0,0,0
XEM,0,0,0,0,0.220586384872401,0,0,0,0,0,0,0,0,0
DGB,0.309953412192474,0,0,0,0.0257559960229667,0,0.0852990896044207,0.0817307714210186,0,0,-0.0285234556741658,0,0,0.0864643714621823
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0825494404262365
CVIX.INDEX,0,-0.00000638000617011769,0,0,0,0,0,0,0,0,0,0,0,0.0525526960170641
DXY.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685992135893656
VIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
