,BTC,ETH,BCH,XRP,LTC,ADA,MIOTA,DASH,XEM,XMR,EOS,BTG,NEO,XLM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.0843226655823102,0.134000488255611,0,0,0,-0.0968759964870394,0,0.000467577442068101,0,0,0.434095848036203,0,0,0,0,0,0
ETH,0,0,0,0.0982341600798692,0.289204482512019,-0.0126659011280588,0,0.0607112767550347,0,0,0.197087077381167,0,0.12861855691464,0,0.105948274853245,0,0,0,0,0
BCH,0,0,0,0,0,-0.0125338964242453,0,0,0,0,0,1.1745147420898,-0.0577578651882732,-0.048041492280909,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0.120786874451196,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0.832700375978343,-0.013503623504616,-0.106489322311327,0,-0.131963993949544,0,0,0.230832918183154,0,-0.191373771670824,0,0,0.327635433933514,0,0,0,0,0,0
ADA,-0.201505003375086,0,0.0964583274173724,0.0190745727401125,0,0,-0.213249634450105,0,0.0152136356301977,0,0,-1.38777878078145e-17,0.59176968456115,0.471147123395725,0,0,0,0,0,-0.940719766580278
MIOTA,0,0.0718782781537578,0,-0.0294286145667212,0.186830327177401,-0.303785625691971,0,0,0.187448862532075,0.301732121199841,0,-0.274317534929992,0,0.630449225096931,0.0669775603360168,0,0,0,0,0
DASH,0,0,0.132273538421224,0,0.145495800250868,-1.73472347597681e-18,0,0,-0.0100963266217395,0.14194162573496,-0.122365334243138,0.383815650170122,0.110342336763901,0,0,0,0,0,0,0
XEM,0,0,0,0.0981033276321272,0,0.180692372916186,0.195021762801303,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.199692668716951,0,0.184734756330783,-0.0595663075774946,-0.0909204561926932,-0.171949841673823,-0.164959932425361,0.47184479804307,0,0,0.0603531009842844,0,0.114592435232604,0.31534609647806,0.168592616316318,0,0,0,0,0
EOS,0,1.43920477502455,0,0.0141447829286188,-0.259136999077308,0.174283945142668,0.21874137367882,-0.630176761062634,0,-0.0228671022573462,0,0.640680305673804,-0.320446658665487,6.93889390390723e-18,0,0,0,0,0,0
BTG,0,0,0.573008209592917,0.0638067022029902,0,0.043194966191229,0,0.0143990797062769,0,0,0,0,0.0559888656219613,0,0,0,0,0,0,0
NEO,0,0.195839311272575,0,0.0137935975500871,-0.0163947108345099,0.0317152304880796,-0.243168225713977,0,-0.0122963812144768,0,0.214247985155165,0.0290597968940831,0,0,0.675107695680397,0,0,0,0,0
XLM,0.287443645438947,-0.269220641445881,-0.176235470721233,0.105850691210337,0.300244292692718,0.371956582133443,0.26021023008262,-0.240359305334081,-0.0109646775081606,0.55228222338128,-0.152783610487166,0,0,0,0,0,0,0,0,0.713893804936168
ETC,0,0.189105876137901,0.0457918473856393,0,0,0.0738384082924496,0.00979300586141821,0.300847173115577,0.0967256791018953,0.0944667674332874,0,0,0,0,0,0,0,0,0,0
BV010082.Index,-0.0434516678318462,0,-0.0230722843635218,0.00547206577894535,-0.0086319982550202,-0.00149341896231546,0,0.122197561616239,0,0.0496928716838548,0.0383911619678854,-0.11860275486627,-0.048744526212104,0.0129208269284975,0,0,0,0,0,0
CVIX.Index,0.0243292292462275,0,0,0.0119649783532501,-0.024262092949489,0.00869349693524841,0.0243263662624372,0,0.0119405404616223,0,-0.0523730376608535,-0.00868183548787008,-0.0145754731119981,0,0,0,0,0,0,0
DXY.Curncy,0.00508103602251181,0,-0.0024502007020721,-0.00421768417923632,0.00298002067594894,0,0,0,0.000420261133857103,0.00758164567207286,0,-0.0108783149189765,0,0,0.00415387377221962,0,0,0,0,-0.008934968782034
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIX.Index,0,0,0,0,-0.140145713110942,-0.129436474455854,-0.0872178154272492,0,-0.0379308895928337,0,0.120480877059396,0.120961459512434,0.0673256932570346,0.196590090112639,-0.0667637574868044,0,0,0,0,0
