,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,DASH,MIOTA,XMR,XEM,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.100950581950434,0,0.0280451647242742,0,0.226407752352741,0,0,0.0308083059041333,0.10983411262501,0.236882553957452,0,0,0.024331067986869,0,0,0,0,-0.0337759156182956
ETH,0,0,0.0882018229411295,0.0063866796910754,0.0995374171559273,0,0.244464758642734,0,0,0,0.157127925952111,0.0485223215651856,0,0.0290161319142589,0.0965775305053514,0,0,0,0,0
XRP,0,0.174797860183453,0,0,0.112485608961171,0,-0.0765220787141773,0.116029258841202,0.498742303079646,0,0,0,0,0,0.128430381078228,0,0,0,0,-0.0318907310631268
BCH,0,0,0,0,0.249713973992426,0,0.37721814586071,0,0,0,0,0,0,0.0444360463523192,0,0,0,0,0,-0.0393843086889183
LTC,0,0,0,0.201459091342933,0,0,0,0,0.194809354185425,-0.170701874775812,0.525640257633941,0,0,0.045158311798334,0,0,0,0,0,0.0479369226905652
ADA,0,0,0.399583190692484,-0.0431822181430091,0,0,0,0,0,0,0,0.110646901575867,0.244073976675509,0,0.0424994628490244,0,0,0,0,0
NEO,0,0.389005767843244,0,0.1896320737268,0,0,0,0,0,0,0,0,0.448670602655381,0.097407759655527,0,0,0,0,0,0.0150404789621785
XLM,0,0,0,-0.126368243650983,0,0.314801964043167,0,0,0,0,0,0.171347834130919,0.224311342925789,0.0788092399721514,0.180456506457589,0,-0.339715136909799,0,0,-0.0491994577664197
EOS,0,0.0802491723066844,0,0,0.139219324797678,0,0,0,0,0,0.181402994255821,0.0618634911545216,0,0.222822936207354,0.201377214633383,0,-0.203823351608397,0,0,0.0713403106767222
DASH,0,0,0,0.111552271879988,0,0,0.0632252060907016,0,0,0,0.389670570096191,0.387101573483786,0,0,0,0,0,0,0,0.0281682002123143
MIOTA,0.387070708135481,0,0,0,0.132415859915648,0,0,0,0,0.237124070552411,0,0,0,0.0673425729768551,0.195505937857452,0,0,0,0,-0.0343835090996146
XMR,0.13410645901625,0,0,0,0.185170509829418,0,6.93889390390723e-18,0,0,0.773955731936121,0,0,0,0,-0.00853169154235559,0,0,0,0,0.0153048378589486
XEM,0,0,0,0,0.0041575979564828,0.120300338185401,0.412868502810943,0.105588028210637,0,0.135241427235218,0,0,0,0,0.0828014251227832,0,0,0,0,0.137263725386709
ETC,0,0,0,0.214718936791276,0,0,0,0,0.890419524025492,0,0,0,0,0,0,0,0,0,0,0
TRX,0,0,0.318626064114901,0.148033722774041,0,0,0,0,0,0,0.151856971361773,0.0342254187984459,0.413595696045682,0.0658193881878381,0,0,0,0,0,0
BV010082.Index,0,0,-0.0833991071465259,0.0498933768445192,-1.0842021724855e-19,0,-0.15905896607832,0,0.122096909216897,0,-0.0538349393081779,0.16105464348763,0,0,0,0,0,0,0,-0.0432314303052718
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,-0.0633048101411046,0,-0.00741666266316579,0.0642211799988045,0,0,0,0,0.0351706611010257
DXY.Curncy,0,0,0.00793376441234883,0,-0.041350646862618,0,0,0,0,-8.67361737988404e-19,0,0.0309214820648366,0,-0.00630939919909735,0,0,0,0,0,0.00461025613541385
SPX.Index,0,0,0,-0.0222857556586448,0,0,0.0642912701491059,0.0172444880772986,0,0,0,0,0.0172664187539713,0,-0.078634742348883,0,0,0,0,-0.0601404175231243
VIX.Index,0,0,-0.805264224644139,0.0654882392418817,0.128200989111673,0,0.21068226487841,0,0,0,-0.589661094583432,0,1.04079904298363,0,0.0671143270129097,-1.36972161758603,0,0,-5.80680253497739,0
