,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-3.46944695195361e-18,0,0.235833440671454,0,0,0.0321684201842087,0,0.139879305507111,0.10725569504001,0,0.188211103978702,0,0,0,0,0,0,0,0
ETH,0,0,0,0.110698982000363,3.46944695195361e-18,0.0302414989578022,0,0,0,0,0,0,0,0,0.617899378529482,0,0,0,0,0.0123731598232238
XRP,0,0,0,0,0,0,0,0.103163600075406,0,0.0260026737106997,0,0,0,0.509436787520239,0.049564672372097,0,0,0,0,0
BCH,0,0,0,0,0,0.313208545053279,0,0,0.297634264342023,0.0558635392853227,0.138637779498934,0,0,0,0,0,0,0,0,-0.0235027845729801
ADA,0,0,0.117930506827525,0,0,0.560932844504751,0.0740462413130972,0.244959220458847,0.0734376717239092,0,0,0,0.00992400770032885,0,0,0,0,0,0,-0.0167916905884793
LTC,0,0,0.0882030719279938,0.408310664817058,0.159765815210038,0,0,0,0,0.085857871958121,0,0,0,0,0,0,0,0,0,0.0366692759624643
NEO,0,0,0,0,0.297983471281535,0,0,0,0,0.0455182646927848,0,0,0.335061140733296,0,0.260217792943707,0,0,0,0,0
XLM,0,0,0,0,0.745305314141505,-0.310981395687918,0,0,0.00774341635803437,-0.138425404042883,-0.0602918955706764,0,0.0833201655297319,0.436926338011322,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0.401387210102973,0,0.0472103107468478,0,0,0.195128989793597,0,0.364150582868931,0,0,0,0,0.0341154195724878
XEM,0,0,0.280529651163256,0,0.156058385443508,0,0,0,0.29211347035642,0,0.0633313692854756,0,0.206117902648142,0,0,0,0,0,0,0.184065905200675
MIOTA,0,0,0,0.388815232258144,0,0.259995756635976,0,0,0,0.0826049372298698,0,0.0982928293442146,0,0,0,0,0,0,0,0
DASH,0,0,0.105699122661383,0.43269549741422,0,0,0,0,0.0292846846279395,0,0,0,0.0595610993844796,0.200410273871744,0.0197932413301128,0,0,0,0,0.054573513812365
XMR,0,0,0,0,0,0.0538084280666536,0.254727100706689,0,0,0.0303156727887548,0,0.461674047508202,0,0,0,0,0,0,0,0.0376114783682071
TRX,0,0,0,0,0,0,0.22482158132298,0.161720129348632,0,0.186078355093947,0.288068140696231,0,0,0,0.133573449554279,0,0,0,0,0.0506392864498629
ETC,0,0.172072930677399,0.0453447328786434,0.0344576386780223,0,0,0.0917243144436041,0.00771133390370347,0.142691130559543,0.0168226640552838,0,0,0.214119051312639,0.239989261984852,0,0,0,0,0,0
BV010082.Index,0,0,0.00476735180191358,0,-0.0672004700570009,0,-0.0453338011365405,-0.0512635018918302,-0.00976252940017397,0,0,0.17807586147379,-0.0331025055074625,0.0263186566797476,0,0,0.123419479951102,0,0,-0.0547715765814493
CVIX.Index,0,0,0,0,0,0,0,0,0,0.0219062163434266,0,0,0,0,0,0,0,0,0,0.0228395221017373
DXY.Curncy,0,0,0,0,0,0.0148656139209589,-0.0113942390395775,-0.0061977077106698,0,-0.018592062007234,0.0088250919861967,0,0,0.0154085327122004,0,0,0,0,0,0.00856022960359769
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544619259933364
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
