,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,NEO,XMR,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.105946162431178,0.130857484536735,0,0.0223721598920332,0,0,0.109411211418112,0.32164860273539,-0.147958640096487,0,0,0,0.0321201369787136,0,0,0,0,0,0.119423416878546
ETH,0,0,0.380673434837381,0,0,1.73472347597681e-18,-0.133224440464823,-0.0677879164650146,0.313109411447616,0,0,0.0610247401277665,0,0.0289357956181774,0,0,0,0,0,0.117106463365552
XRP,0,0,0,0,0.143560517921472,0,0.238936028376455,0.167785282270678,0.150707259317248,0.127144207902786,0.0307960477933341,0,0,0,0,0,0,0,0,0
BCH,0,0,0.0652846567194952,0,0,0,0,0.0503450692216556,0,0,0.71337100818816,0,0,0,0,0,0,0,0,0.0671121949083207
EOS,0,0,0.283141184974583,0,0,0,0,0,0,0,0,0,0,0.272525394329296,0,0,0,0,0,0
LTC,0,0,0.264749216579645,0,0,0,0.061150934642966,0,0,0.100750662981211,0,0.041947596164492,0.0195238323814292,0.0942067062236009,0.165534654188465,0,0,0,0,0.0704779182099084
ADA,0,0,0.438291777161709,0,0,0,0,0,0.230014982307981,0,0,0,0.179895737902722,0,0,0,0,0,0,0.0529143072999986
XLM,0,-0.294706356269966,0,0.30291211024877,0,0,0.108153079775337,0,0,0,0,0.245176538886864,0.770070318342235,0,0,0,0,0,0,-0.0747923349416753
MIOTA,0.168554630346752,0.249543851925674,0,0.14289649258076,0.0605209392409528,0,0.246006443337755,0,0,-1.38777878078145e-17,0.117564710719902,0,0.131458108019377,0,0,0,0,0,0,0
NEO,0,0,1.73472347597681e-18,0,0,0,0,0.0584171725263858,0.158907189600029,0,0,0.0710321637689487,0.215487442796066,0,0.58009834788219,0,0,0,0,0
XMR,0,0,0,0.590926491608006,-0.0140944741931525,0.104945337697467,3.46944695195361e-18,0,0.106503643580846,0,0,0.407219445642287,-0.208841298055925,0.0707158520049125,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0.102317261579106,0.01718483086215,3.46944695195361e-18,0.667317470420525,0,0.262629235720016,0,0,0,0,0,0,0
XEM,0,0,0,-0.128443008620503,-0.0812570698015328,0,-0.0499591173740142,0.522057233819061,0.529458098675046,0.101372491034111,-0.251255635836116,0,0,0.0655632769168462,0.217455724286499,0,0,0,0,0
TRX,0,0,0,0.461927174262014,0,0,0,0.395589341444106,0.0412918624131308,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0
ETC,0,0,0.121896144782778,0,0.0373362329729642,0,0,0.0327119129156242,0,0.292654247944165,0,0.258861907709356,0.0484804430285733,0.0250616765443399,0,0,0,0,0,0
BV010082.Index,0,0.0678305059269192,0,0.141093180693021,0.0130165808319424,0.16254091628853,-0.0160213940335264,0,-0.000326003391196199,-0.0411251427436346,-0.0860980147023205,-0.0900409428977311,0,-0.0413446252061038,0,0,0,0,0,-0.13875177451591
CVIX.Index,0,0,0,0,-0.02801001066728,0,0.0103182800991268,0,0.0298452815064804,0,0,0,0,-0.0415488718994792,0,0,0,0,0,0.000480938882250897
DXY.Curncy,0,0,0,0,-0.00826844248696657,0,0,0,0,-0.00342710694178765,0,0,0,0,0,0,0,0,0,0
SPX.Index,-0.0377486544673852,0,0,-5.42101086242752e-20,0.0309589758565468,0,0,0,-0.00322467907000751,0,-0.00123054434798946,0,0,0.00801620211901091,0,0,0,0,0,-0.123282650362283
VIX.Index,0,0.244570369404046,0,0,-0.0636867724071879,0.833508467712733,0.14963712007814,-0.307568558478129,0,0.0357653060245339,-0.341660638065852,0,0,0,0,0,0,0,-3.39591397510685,0
