,BTC,ETH,BCH,XRP,LTC,MIOTA,XEM,DASH,NEO,ETC,XMR,ZEC,EOS,BNB,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0149047781519466,0,0,0.28395536763216,0,0,0,0,0,0,0,0.0359725939004047,0,0,0,0,0,0
ETH,0,0,0.0106109408744099,0,0,0.139834830204863,0,0,0,0.115209361795522,0.0317411772428262,0.313401635825986,0,0.0289055209358927,0,0,0,0,0,0.023358344730924
BCH,0,0,0,0,0,-1.01725066116548,0.223114686448321,0.422459291032993,-0.49774070434181,0,0,0.59329180204707,0,0.276006592076872,-1.0637240768269,0,0,0,0,0.380604278795883
XRP,0,0,-0.0121712100041043,0,0.0240178988096221,-0.0503890420457714,0,-0.268109136161345,-0.00941719204580304,0.647680787605074,0.393234203586038,0,0,0.0602510354704451,0.0260359586790162,0,0,0,0,3.3881317890172e-21
LTC,0.291734736721326,0.0367593249507996,0,0,0,-0.0633007803250608,0,-0.140174494457403,-0.0615179518750867,0.570426633058444,-0.0168015476331097,0.138520090766588,0.188382861136762,0.0200672290903194,0,0,0,0,0,0.151118491249035
MIOTA,1.56930364071317,0,-0.156467934108447,-0.494092181926537,-0.35400578777933,0,0.403543809252091,0,-0.205131862012345,0,0.179860378600876,0.275453644157539,0.409717358258854,0.138667384713733,0,0,0.67823527767966,0,0,-0.0436686739938345
XEM,0,0,0,0,0,0.00603352886231898,0,0.246666371000737,0.134035172023805,0,0,0,0,-0.0313430268610971,0,0,0,0,0,0.0961918867094437
DASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,1.6871830009493,0,-0.417297257485453,0,0,-0.878144904931283,1.69770756328797,-3.46944695195361e-18,0,0,0.000382853743736573,0.102681941692388,0,0.330905229977219,-0.920581409055968,0,0,0,0,-0.268892182073652
ETC,-0.0262479065141056,0.244404662255906,-0.0360208782533021,0.0416078935592888,0.327214903424049,-0.0361891703476069,0,0.110419910600752,-0.0257077489842905,0,0,-0.0666608773950757,0.19792523654049,0,0,0,0,0,0,0
XMR,0,0,-0.0144138681679923,0.687631511453643,0,0.136594591645277,0,0,0,0,0,0,0,-0.0599349991950132,0,0,0,0,0,0.00897130296438891
ZEC,0,0.0647768970720012,0,0,0,-4.33680868994202e-19,0,0.2323138756748,-0.0110879962102089,0,0.00386131290885976,0,0,-0.0406454880102516,0,0,0,0,0,0
EOS,0,0,0.0436330574005127,-0.0740946841447928,0.591635305691424,0.194964602818128,0.0756648413119082,-0.228992370589584,0.0580933396901262,0,0,0.133031980255426,0,-0.0643114060408187,0,0,0,0,0,-0.164553764802227
BNB,0,0,0.194078764610298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,-0.0647158263932177,0.432589277445148,0,0,0,0,-0.0898776049485414,0,0,0,0,0,0,0,0,0,0,-0.0439410490110945
BV010082.Index,0,0.0223558869674677,-0.0157816513376809,0,0,0,0.00880209562667247,0,0.00406065961176697,0,0,0.0303772534521884,0.0422395263038616,-0.00861980061740012,-0.0278642085745952,0,0,0,0,-0.0034274604132654
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0163039337606241,0,-0.00688142397109984,-0.0137697461392206,0.033167316044709,-0.0108378265254837,0.0138427478273881,-0.00556055742677908,0.000301988565719997,0,0.00502019945709879,0,-4.33680868994202e-19,-0.000360413605588397,-0.00957061266609128,0,-0.0587738368375264,0,0,0
SPX.Index,0,0,-0.000165191473116177,0,0,0,0,0,0.00031699870590764,0,0,0,0,0,0,0,0,0,0,-0.0395498070467505
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
