,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,ZEC,DOGE,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0125848412591658,0,-0.140485641090371,0.150412000008115,0.245281373878392,0,-0.0483105769324965,0,0,0.0130831460834817,0.10238852430811,0,0,0,0,-0.0315868325489946
ETH,0,0,-0.958986118026974,-0.452500282465636,-0.534719052387666,-0.245342639344378,0.666889271937584,0,0.74947031203987,0,0.3266289308319,0.0424938020966324,0.269602763091511,0,0,0,0,0.635082748946726
XRP,0,-0.161643437428881,0,0,-0.63052449518279,0,0,-0.06212207252927,0.670470995256832,0,0,0,0.268247638194067,0,0,0,0,0
XEM,0,0,0,0,-0.270860263852075,0.135117956721343,0,0,0.243023238752426,0.128138805329142,0.348374610532099,-0.070730674443546,0.168117306692709,0,0,0,0,0.332383734504371
ETC,0,0.213521466380029,-0.420305937566753,0,0,0,0,0,0.140128309344684,0,0,0.0346883891568101,0.359986549285877,0,0,0,0,0.200623770545779
LTC,0.300086189457934,-0.135375919510687,0,-1.73472347597681e-18,0,0,0,0.57410538419329,-0.247839038123717,-0.26472034514547,0.139304924276501,-0.0130822732043623,0.227659070288628,0,0,0,0,0.051906162610125
DASH,0.674392324117705,0.232809249902916,0.28211703824654,0,0.0390118921371284,0,0,0.125446452709771,0,0.183165220870095,0,-0.0944069076988098,0.0436959649025833,0,0,0,0,0.067937443403372
XMR,0,0.180216379871186,0,0.155228800992896,-0.0764020564037168,0.338120338567188,0.497240895906402,0,0.158031452369401,0,0,0,-0.288860619599488,0,0,0,0,-0.0981358223303138
XLM,0,0.283197704449951,0.764856208804454,0,0.155490660342918,-0.13892889163782,0,0.308908538775873,0,-0.342065961200563,0.19641204573994,-0.0166513218668265,0,0,0,0,0,-0.109918674492845
ZEC,0,0.258318340820779,0,0,0,0,0,0.0740592883481302,0,0,0.10062361972015,0,0,0,0,0,0,0
DOGE,0,0,0,0.176278194641543,0,0.343556172728144,0,0,0,0.211095518340094,0,0,0.0239920238995019,0,0,0,0,0
DGB,0,0,0,0,0,0.208961769909925,-0.0800806278740839,0,0.485410596410138,-0.294381759133049,0.575084530555235,0,-0.256601802296748,0,0,0,0,-0.743425738714572
NEO,0,0,0.513874897171051,0.397182682360378,1.22404257674166,0.595941159002213,0,-0.650384120651553,0,0.136689570250843,0,-0.0448429181109298,0,0,0,0,0,-0.844410861233506
BV010082.Index,0,0,0,-0.0157248780926187,0,0,0,0,0,0,0,0.00550008547578112,0.0287478258652997,0,0,0,0,-0.0219672625140995
CVIX.Index,0,0,-0.0409137456745175,0.0445016811179697,0,0,0,-0.0128490113256032,-0.002435467215337,0,0,0.027738870466981,0.0118812339513462,0,0,0,0,0.103896800478939
DXY.Curncy,0,0.00676347167143445,0,-0.00158604857971275,0.0102192288970152,-0.00676872517838221,0,-0.00131858774289897,0.000609639126934761,1.6940658945086e-21,-0.00452397433762834,-0.00256381157109956,0,0,0,0,0,0
SPX.Index,0,0,0,-0.00526075013063394,0,0,0,0,0,0,0,0.00138523330180744,0.0019812435099439,0,0,0,0,-0.0310799748798531
VIX.Index,0,0,0.0958781127775214,0.167266412958307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
