,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,XMR,EOS,MIOTA,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,-0.122509647753955,0,0.182839697898581,0,0.289983358737532,0.147436496678707,0,0.332047563977762,0,0,0,0,0,0,0,-0.0208829241512366
ETH,0.0340033212146463,0,0.104188340129203,0.0116650697202572,0.0868977350068155,0,0.0842765992728717,0.105276826269905,0,0,0.125923132517548,0,0.112512122577659,0,0,0,0,0,0,0
XRP,0.244670711782115,0,0,0.0457740003940986,0.170995838685755,0,0,0.185839945238905,0.000372119588944267,0,0.174593898583134,0,0,0,0,0,0,0,0,0.044167049822735
BCH,0,0,0.111305411211208,0,0.0664613768146001,0,0,0.247837814672073,-0.0925439991024797,0,0,0.304270084372995,0,0.341588657371346,0,0,0,0,0,0
LTC,0,0,0,0.326328502785074,0,0.190034926548943,-0.121932586704304,-0.0793397077897904,8.67361737988404e-19,0,0.470390478339897,0,-0.0752574115769058,0,0.076136655677711,0,0,0,0,-0.110204233189108
ADA,0.029837509032243,0,0.245103173332627,0,0,0,3.46944695195361e-18,0.158879610792491,0.146206281138919,-0.0283783134386186,0,0,0.206037872491,0,0,0,0,0,0,-0.116242327754829
NEO,0.0387105313783135,0,0,0.28672150817299,0,0,0,0.0154114168577896,0,0,0.313578844275924,0,0.247014904540636,0,0.0980883862405757,0,0,0,0,3.46944695195361e-18
XLM,0,0,0.17429123277346,0.0797485593682001,0,0.308362795291571,0,0,0,0,0,0.378923336478591,0,0,0.143231841594724,0,0,0,0,0
XMR,0,0,0,0,0.124170600884738,0,0,0,0,0,0.0646458834862022,0.851129105886847,0,0,-0.0924211751066518,0,0,0,0,0
EOS,0.173787065930172,0,0.339262992840294,0,0.00204764810803677,0,0,0,0.00746013769416764,0,0,0,0.294646098185016,0,0.176321225511518,0,0,0,0,-0.0456353630530552
MIOTA,0,0.362719675779371,0,0,0,0.204625620662186,0,-0.0150784367092945,0,0.434483606784017,0,0.176694596755901,0,0.252253132583176,0,-0.420139562069837,0,0,0,-0.108606157441581
DASH,0.278837530284199,0,0,0.102142329993579,0,0,0,0.187421131489535,0.334840251039304,0,0.077365276058944,0,0.00141291594488691,0,0,0,0,0,0,0.0396577255949229
XEM,0,0,0,0,0,0.137855951835912,0,0.208650948381542,0,0.222929685363674,0.0127753226564436,0.105636144179821,0,0.288578844887402,-0.0286227662025245,0,0,0,0,0.064787187757034
TRX,0,0,0,0.511789012814271,-0.224395845564788,0,0,-0.276462999958086,0.188073249268953,0,0.228525991112816,0,0.571481744985759,0,0.0697911653519048,0,0,0,0,0.00450635580731021
ETC,0,0,0,0,0,0,0,0,0,0,0.146058451841732,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0.0368344740634419,0.0333683514345897,0,0,0.0495332295227784,0,0,-0.117489426458931,0,0.0770076461984297,0,0.00281733919004779,0,0,0,0,-0.088943270485996
CVIX.Index,0,0,0.00590727608761421,0.211784488715661,0,0,-0.0606023843023049,0,-0.0561888793378934,-0.140171681413607,0,0.0876465442817452,0,-0.0309353856445264,-0.00655283381641369,0,0,0,0,0
DXY.Curncy,0,0,0,-0.00492855544062846,-0.0164061022625406,0,0,0,0,0,0,0,0,0,-0.00256246220901448,0,0,0,0,0.0227330337598598
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0512689884928289
VIX.Index,0,0,0,0,-0.15566048908911,0,-0.119069921532374,-0.528595957934302,0.53162096666283,0,0,0,0,0.345109986630285,-0.236019091099372,0,0,0,0,0
