,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0.0667669784785826,0,0,0.00605458686032123,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0.269478357397528,-0.0389138837658363,0,0,0,0,0,0
LTC,0.449071151822192,0.0362897551713427,0,0,2.16840434497101e-19,0,0,0.00412470434268325,0,-0.055611062581876,0.00924860616331141,-0.0463542481831531,0,0.0895197112657867,0,0,-0.104721558021786
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0883040520406639
XMR,0,0.412167714690987,0.0640559736002309,0,-0.0253006523820622,0,0,0.368496404256694,-0.821642635083079,0,-0.101853359459811,-0.1468180332594,0,0.422410265200334,0,0,0.131688964361976
DASH,0,0,0,0,0,0,0,0.0708679211188895,0,0,-0.0455888557799924,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0,0,0,0,0,0,0,0.0496324418966935,0,0,0.00867439996675776,0,0,0,0,0,0
XLM,0,0.302465721110827,0.554242803539714,-1.25422041948032,0.1583676655694,0,0,0.236558418191689,0,0,0.0520825067874619,0.262339387897399,0,0,0,0,0.0675045756817263
NEO,0,0,0,0,-0.482928316925944,-0.950327836591921,-0.881236540351733,0.405454125488346,0,0,0,-0.605542267517622,0,0,0,0,0.122298908554675
DGB,0.97288093053963,-0.785775661810596,-0.0806212400732474,0,-0.409465710553544,-0.195723093400241,0,0,0,0.438702429213152,-0.0601691890124391,0,2.07652016464873,1.38777878078145e-17,0,0,0.147200033810582
BV010082.Index,0,0,-0.035131629353877,0,0.00960480073759689,0.0319017019491051,0,0.00330900326186919,0,-0.0089773047331442,0.00941918484753935,0.0404571331820165,0,0.2043474443227,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,-0.0216596886514471,0,0,0,0,0,0,0,0,0.0171506954027101,0,0,0,0,0
SPX.Index,0,-0.0572387773187399,0,0,0,-0.00209860672515561,0,0.018879172011432,0,0,0,0,0,0,0,0,-0.053333065786085
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
