,BTC,XRP,LTC,XLM,DOGE,DASH,XMR,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0460137195937912,0,0.432219457742964,0.323534650580487,0.154283695912543,0.0579807976835604,0,-0.0477305613027013,0,0,-0.0535447634652564
XRP,0,0,0.021721329118595,0.288281044510644,0.375293766627854,0.0600659811773179,0.0341077609380837,0.0442410304181705,0,0,0,0,0
LTC,0.368261850846585,0,0,-0.380013573271414,0,0.134335800889012,0.351231628519783,0.111863709528317,0,0,0,0,0
XLM,0.429647376920038,1.17986733464317,-0.156344908260607,0,0.591333880510801,-0.325547793003413,-0.643374372805511,0.029780492352895,2.61254940982833,-0.142802968175523,0,-2.18303554709684,-0.290729723960469
DOGE,0,0,0.0860872096129646,0.17872239042176,0,0.180229431170965,0.352414309752225,0,0,0,0,0,0.00543377235593223
DASH,0.738340746385867,0.237945696407425,0.10739157601488,0.137466992409256,1.73472347597681e-18,0,0,0.0358256065561955,0,-1.0842021724855e-19,0,0,0
XMR,0.644517475938026,0.522160075928425,0.0468450021295761,-0.536294214121292,0.346062427730114,0.0392899329443461,0,0,0,0.025040797910906,0,0,0
DGB,0.506595383800422,0,0.400636101651608,0,0,0,6.93889390390723e-18,0,0,0,0,0,0
BV010082.Index,0,0,-0.0151199117955546,0,0,0,0,-0.00653899091757015,0,-0.0497297580311668,0,0,-0.109480182563939
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,-0.000922553455617233,0,0,0,-0.00694106301753796,0,-0.00254200997917591,0,-0.0226920511032464,0,0,-0.0986572477714736
VIX.Index,-0.124112667554319,-0.0721194201510949,-0.0537473239302934,-0.0420423192756125,0,0,0,0.0688245354092281,-2.22044604925031e-16,-0.0639981396310564,0,-5.74117553757374,0
