,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.00824402234871977,0,0.0915004490582892,0,0.20476494749951,-0.00298504480556208,0.0436723309028112,0,0,0,0,0
LTC,0,0,0.0795794925147819,0,0.566566962503573,0.105023354448886,0.0345413480674729,-0.268299732818932,-0.00220205646725193,0.21114221040664,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,1.18196365296154,0,0.724968877037619,0.553795758633847,0,0,0,0,0,0,0.0654334477722609
DOGE,0,0.527525383423103,0,0.0103265285039841,0,0,0.129350669351238,0.100331143697007,0.0117484916241767,0,0,0,0,0,0
DASH,0.958691417854816,-0.147811673626433,-0.167710989620644,0.0865259554700153,0.702469643172039,0,-0.632463315300541,-0.61257868386889,0,0.129238425360506,1.20140863076951,-0.774244804182076,-1.91680866397635,0,-0.364779171262507
XLM,0,0.370415600534026,0.26173615130126,0.0953560333957294,0,-0.61111209260494,0,0,-0.0413197887186811,0.285266559470149,0,-0.918949632926998,0,0,-0.241460469916804
XMR,0.826990948101797,-0.4630738200375,-0.140016566363012,0.0701055596152304,0.718865432665711,-0.167056166983479,0,0,0.00386574359727485,0.0105187062160457,0,-0.0958795485945603,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0.98031326484613,-0.0633006068502882,-0.189983905215652,0,0,0,0.440745437882409,-0.060584901485002,0,0,0,0,0,0.0992156886265443
BV010082.Index,-0.0540147767675532,0.137809227413303,0,0.000553912809963191,0,-0.0084128666964481,0.0944179219146491,0.0253960440530096,-0.00248756752973794,0.00941402785293135,0,0.187529200505645,0,1.03736632515775,0.0944899199576701
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0.00533857845583422,0,0,0,0,0,0.00229427342743229,0,0.10408006869444,0,0,-0.0197729226906305
SPX.Index,0,0,0,0,0,0,0,0,-7.34221192197239e-06,3.26161280651807e-05,0,0,0,0,-0.0708141976662673
VIX.Index,0,0,0,0,0,-0.110787068844989,0,0,0.065160333212785,0,0,-0.298145593358346,0,0,0
