,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.0299914506381293,0,0,-0.0136141306269942,0,0,0,0,0,0
ETH,0,0,0.0331465922086459,-0.327312450006218,0.344284884293301,0,0,0,0.298329939892149,0.0479335055348565,0,0,0,0,0,0.13433491416366
XRP,0,0,0,0,0,-0.302433651376881,0,-0.141400732433203,0,0.548813250848299,0.282690799062861,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,3.644875497902,0.562860557208221,0,0,0,0,-0.123221609513532,0.549493610249794,-1.40194899282996,0.0511093540200283,-0.914544599396889,-0.746017122525263,0,0,0,-0.136231597684461
ETC,0,0,0,0,0,0,0,-0.188107925480113,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0,-0.304373993625119,6.93889390390723e-18,0,0,0,0,0,0,0
XEM,0,0,0,0,0.0652223800077593,0,0,0,0,0,0.279044678367218,0,0,0,0,-0.0863075770531079
DOGE,0,0,0,0,-0.103008969828806,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0.720615597472602,-0.256561151201775,0.0119770941209015,0.65721091661981,0.0399638569614187,0.396999745923108,-0.371364597072422,0,-0.388376346055873,1.10646666590743,0,0,0,0
DGB,0,0.071213848719254,0.30131716145409,0,-0.0930648438100497,0,0,0.27358932768355,0,-0.187525265264491,0,0,0,0,0,0
BV010082.Index,0,0,-0.138055731711835,0,-0.0122867762171176,0,0,0,0,0.0843528415664249,0,0,0,0,0,0.0218586333188974
CVIX.Index,0,0,0.0927326522933316,0,0,0,0,0,0,0,0,0,0,0,0,0.0807441457666649
DXY.Curncy,0,0,-0.0142489473235017,0,-0.00240066758559156,0,0,0,0,0.00769437813668366,0,0,0,0,0,0.0098343776901609
SPX.Index,0,0.0118866764409776,0,0,-0.00178294665765846,-0.0122744872060821,0,0,0.0298448963191386,-0.00182653906219372,0,0,0,0,0,-0.0728323598946583
VIX.Index,0,0,-0.388511948001052,0,0,-0.257778399910689,-0.354426797674808,0.0448307134292814,0,0,0.739676338933123,0,2.72160506833538,0,-3.88814785612467,0
