,BTC,ETH,XRP,BCH,ADA,LTC,XEM,NEO,XLM,MIOTA,EOS,DASH,XMR,TRX,BTG,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.259674278588116,0,0.298751069649691,0.189186234849761,0.0137380047838837,-0.117852226499067,0,-0.105701088088716,0,0.0713514075125138,0.0694518059377305,0,0,0,0,0,0
ETH,0,0,0,0,0,0.173401212249946,0.0856383759221386,0.302159870138674,0,0,0,0,0,0.0609016858870248,0.0997951163023896,0,0,0,0,0
XRP,0,0,0,0,0.0525035511872703,0,0.330384325534757,0,0.145202067331895,0,0,0,0,0.146174202527957,0,0,0,0,0,0
BCH,0.442450716015597,0.242832377901225,0,0,-0.00929949573539665,0.295343469145079,0,0,0,0.0306663956560907,0,0.132266610282261,0.147113323797336,0,8.67361737988404e-19,0,0,0,0,0.216211175114223
ADA,0,0,0,-0.0907598115702213,0,0,0.632392914028926,0,0.0515000491838706,0,0.23620149302694,0,0,0.0627904988670014,-0.152185487565451,0,0,0,0,0
LTC,0.413772655637272,0,0,0.0450861426192926,0,0,0,0,0.00387698481297064,0,-1.0842021724855e-19,0.19408745140974,0,0,0.18792798796896,0,0,0,0,0
XEM,0.244231401602007,0,-3.46944695195361e-18,0,0,0,0,-3.46944695195361e-18,0.504874582392726,0,-0.114419443316287,0,0.141685152747992,0.0288932797574662,0.194248878890622,0,0,0,0,-0.254660259911972
NEO,0,0.745212099009529,0,0.0570704901302966,0.164951597183586,0,-1.73472347597681e-18,0,0.12636506583114,0,0,0,0,-0.0562773028235449,0,0,0,0,0,0
XLM,0,0,0.0338561420344031,0,0.432933957896813,0,0.677024901435005,0.0804263774473234,0,0.046324774576963,0,0,0,0,-0.118897768942914,0,0,0,0,0
MIOTA,0,0,0,0.380313557579274,0,0,0,0,0.174911910295983,0,0,0.163355291963561,0,0.0590848770715008,0.14545226229417,0,0,0,0,0
EOS,0,0,0,0,0.251311829235245,0,0,-0.112124496543175,0,0,0,0.225755389039169,0.0858528006446899,3.46944695195361e-18,0.41114479511254,0,0,0,0,-0.149747576386381
DASH,0,0.0385474863817842,0.122904881789986,0,-0.0408485598838346,0.522564021314612,-0.115204305659482,0,0,0,0,0,0.230895412660781,0.0831622962753178,0,0,0,0,0,0.0375593411775972
XMR,0,0,0,0,0,0,0.114845005293136,0.191877117202335,0.0280383471479419,0.0962647488673739,0.0141536586805779,0.259101793844054,0,0,0.207587004214955,0,0,0,0,0
TRX,0,0,0.839283495423854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTG,0.208157472117412,0,0.33443097707046,0.18275783818994,0,1.38777878078145e-17,0,0,-0.168803500656897,0,0.0670058331284292,0,0.506455933297751,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0.00740561186597533,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,-0.00281002776256699,0.00622604810035414,-0.0113582788495026,0,0,0,0,0,0,0,0,0.00409692545928987,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,-0.00810565249788178,0,0.00361116069677839,0,0,-0.000328879925364886,0.0114971891152395,0,0,0,0,-0.0340336424349836
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
