,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.310961190246115,0,0.111546059548894,0,0,-0.159589879538105,0.316069932847612,-0.27713737625591,0.286545827338156,0.144105535533706,0.0824763140021493,0.0184809693858784,0.0655623419079689,0,0,0,0,0
ETH,0,0,0.299515493245631,0.0258391076060223,0.051945691697727,0,0,0,0.092955729914892,0.0493591656534475,0,0.136295147401932,0,0.00386051977166129,0.0277559335794936,0,0,0,0,0
XRP,-0.727675946578933,1.06290540474122,0,-0.128085856976098,0.102473164607386,0,0,0,0.297582447308108,-0.291856129968173,0,-0.138854400788975,0.0578030878882994,-0.00114050756508179,0.21446123025888,0,0,0,0,0
BCH,0,0,0,0,-0.370295386679416,0,0,0.0491421632470134,0,-0.00670825023893527,1.32552685457516,-0.084725179384894,0,-0.0352548679630061,0.142215699331113,0,0,0,0,0
LTC,0.0117017875163034,0,0,-0.414228926831657,0,0,0,-0.283125424587928,0,0,1.6309540216086,-0.121332813369734,0,-0.0204379425735129,0.0435202163924308,0,0,0,0,0.0633593558429552
DASH,0,0,0,0,0,0,0,0,0,0.171854833037034,0,0.0742658631796798,0,-0.0144013050249992,0.106026165571779,0,0,0,0,0
XEM,-0.264358482777279,0,0,-0.155154641858364,0,0,0,0,0,0.164934532603415,0,0.112660608408577,0,-0.00449224737180255,0.145072349192652,0,0,0,0,0
NEO,-0.417993372788443,0,0,0.243958713373195,-0.0106907723810506,0,0,0,0,0,0,0.225326935809648,0.152444613443946,0.0893147273282724,0.0999135528809156,0,0,0,0,0.357449636943681
XMR,0,0.333720737595697,0.221496881733236,0,0,0.274573428491195,0,-0.015493136740853,0,-5.42101086242752e-20,0,0.0911942410640692,0,0,-0.00614993574559396,0,0,0,0,0
MIOTA,0,0,0,0,0,0.228578002600596,0,0.321120542574939,0,0,0,0,0,0.0495559017322517,0.0831221489386308,0,0,0,0,0.264376611151747
ETC,0,0,0.041133661298473,0.2139992295407,0.297484076012321,0,0.0488281123793006,0.0816774488972695,0.0102127428591866,0,0,0.0696466308125543,0,0.00936996381976769,0.00569414471008446,0,0,0,0,-0.0120803008946269
ADA,0.881609903215709,2.37555817417608,-0.70705521311038,0,0,0,0,0.28838603484643,0,0,0.243106316133515,0,-0.194388945003529,-0.0596227225520791,-0.106635392613467,0,0.206114704396907,0,0,0
ZEC,0,0,0,0,0,0,0.17343885702961,0.184618651820743,0.383076531600155,0.0895774133184031,0,0,0,-0.0300921196451965,0,0,0,0,0,0.169547544507019
XLM,0,0,0,0,0,0,0,0,0,0.352625995034165,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,-0.0349342334896799,0,0,0.0417895416852829,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,-0.00907137410923882,0,0,0.00441642663353017,0,0,0,0,0,0.00870123151793705,0,-0.000499506910333289,0,0,0,0,0,0,0,0
SPX.Index,0,0,-0.00565898024102185,0.011779937612318,0,0,0,-0.00164690238347701,0,-0.00632182989682119,0,-0.00220421169717782,0,0,0,0,0,0,0,-0.0270473829712367
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
