,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.157758384084647,0.10567494247962,0,0,0,0,-0.0231429994566349,0.0279975745220488,0.0613903941491882,-0.0265932219745844,0,0,0,0.178706723553552,0,0,0,0,0
ETH,0,0,0,0,0.104738035314112,0,0,0.100438768686033,0.237925014752605,0.0252801920606989,0.0618652504545266,0,0,0,0.133491205232928,0,0,0,0,0.0736427709249366
BCH,0,-0.263948654235373,0,0.0399158799831562,0.31441634911953,0,0,-0.0527849544693238,0,0,0.192619559894777,0,0.630518917591505,0,-0.185559415107842,0,0,0,0,0.234143648536902
XRP,0,0,0.0432140745301941,0,0,-0.194398779012994,0,0.256890866744935,-8.67361737988404e-19,-0.216928773242734,-0.0620787831263015,-0.339185409117874,0.936315972251252,3.46944695195361e-18,0.0994996147513596,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.0817364192391874,0.595843437543472,0,0,0,0.100625731533831,0.114579428888779,0,0,0,0,0
DASH,0,0,0.2630500071607,0,-0.310552105671398,0,0.0323399797950249,-6.93889390390723e-18,0.148259346286066,0.0371716228317383,-0.0695236043923367,0.648278474602793,0,0,0,0,0,0,0,-0.289628410597666
XEM,0,0.154242765956248,0.22527034312131,0,0,0,0,-0.0393900040382517,0.134845047737987,-0.174309078857173,-0.0256908832344174,0,0,0,0.352265350622952,0,0,0,0,0
XMR,0,0,0,0.562790114669694,0,0,0,0,0,0,0.0187383959031274,0,0.3963845029021,0,0,0,0,0,0,0
MIOTA,0,1.73472347597681e-18,0.139431719025028,0,1.38777878078145e-17,0,0,0,0,0,0,0.488646105443133,0,0.424365751131444,0,0,0,0,0,0.598829752828088
ETC,0.276942329547157,0,0,0,0.659075341956854,0,-0.12147835161485,0,0.0974630483530597,0,-0.0647895954388129,0,0.109539528597739,0,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670405789071272,0,0,0,0,0,0
ZEC,0,0,0.130345047347762,0,0,0.54768033963153,0,0.116420771370237,0.0545812671566479,3.46944695195361e-18,0,0,0.0755890522745642,0.0649392185347264,0.0819650140610753,0,0,0,0,0
XLM,0,0,0.079183322448781,0.349381747512417,0,0,0,0.186205727753365,0.128601482153984,0.236967337029489,0,0.112333648804735,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0.103865721495916,0,0,0.107637684478573,0.132394661080309,0,0.241099755794183,0,0,0,0.261110641498042,0,0,0,0,0
BAT,0.730250711856808,0,-0.123594217737268,-0.0116237789568029,0.187759307173221,0,0.55956093769486,-0.0768989327213164,-0.313338088551039,0,-0.0737639922356515,0.191209569345253,0,0.3368228915943,0,0,0,0,0,-6.93889390390723e-18
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0599036657993149
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,-0.0214400806056709,-0.00147214659385134,0,0,-0.0425899795232283,0.0298482053650848,0.00295358626003223,0,0,0.0071508399250108,0.0184497873767087,0.00697230338145762,0,-0.0164612004715375,0,0,0,0,-0.0104223752530717
SPX.Index,0,0,0,0,0.000300318590651009,-0.00173361171809459,0,-0.00393277476096888,0,0,0.00104922094684575,0,0,4.49753089986552e-05,0.0034494907734884,0,0,0,0,-0.040385239639701
VIX.Index,0,0.181752556300598,-0.0862843776579838,0,-0.192682698588751,-0.279408453192642,0,-0.0860529525831092,0.395245613605656,0,-0.00535011647245743,0,0,-0.0842160110782659,0,0,0,0,0,0
