,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,4.33680868994202e-19,0.00907884957723493,0,0,0,1.73472347597681e-18,0.171738759100871,0,0.154598715236751,0,0.092964055648663,0,0,0.390144160886722,0,0,0
ETH,0,0,0.0541153583003674,0,0,0.397097180031424,0.349842248828227,0,0.208773294829153,0,-0.285025150294914,-0.158678594909422,0,0,0.297910668786631,0,0,0.243220394528269
DASH,0,0,0,0,0,0,0.819673779560712,0,0,0,0,0.0976434540847077,0,0,0,0,0,0
XRP,0,0.03827603569402,-0.0336500385023482,0,0,0,0.0706687545993409,0,-0.127207317578055,0.458876639796354,0,-0.16395931940225,0.225629582136032,0.907175487390588,0,0,0,-0.140642610401987
LTC,0.23099798096203,0.0927976988010568,0.0147286272838678,-4.33680868994202e-19,0,0,0,0.0393220576013623,-0.0363455819655334,0,0.0841293302242303,-0.0263867158464068,-0.00406286171557375,0,0,0,0,0
XMR,0,0.338874067471013,0.0479700985256932,0,0,0,0,0,1.0842021724855e-19,0,0.113445442283279,-0.214509043084549,-0.177715346903895,0,0,0,0,0
ETC,0,0.352414773532921,0.147432316421189,0,0,0,0,0,2.77555756156289e-17,0.0286923837248027,0,0.351625837035502,0,0,0,0,0,-0.456091512751454
XEM,0,0,0.348990856171221,0,0,0,0,0,0.00787813638828925,0,0,0,0.0755054136782116,0,-1.02324831164798,0,0,0.0490385554122709
ZEC,0,0,0.254342377803634,0,0,0,0.255147902758799,0.250462970783476,0,0.31657958376491,0,0,0,0,0,0,0,0
DOGE,0.273729646427948,-0.0360613616264168,0.0665300840417279,0.340009040157,0,0,-0.0670340757499782,-0.21397212896836,0.13807583516426,0,0,-0.0319531698351346,0,0,0,0,0,0
XLM,-0.199187213018839,0,0,0.191103294577501,0,0,0,0,-0.158662282324257,0,0,-0.177375695946951,0,0.234104616249664,-0.109704814350308,0,0,0
NEO,0,-0.251363624317396,0.162285849315972,-0.281084834947242,0,-0.132737694377288,0.490889520538166,0,0.0477491067532786,0,-0.457717708637238,0,8.67361737988404e-19,0,0,0,0,0.462075549151862
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0.162015676133639,-2.16840434497101e-19,0.265685782403694,0,0.155559011054266,-0.08248272829477,0.0602613756770608,0.0204893692626982,0,0.290153835276982,0.287924056619711,-0.0819878168016934,0,0,0,0,-0.0600159085906041
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,1.0842021724855e-19,0,0.0103254131832375,5.42101086242752e-20,-0.00679456543774804,0,-0.0123273681783547,0.0160349073657299,0,0,0.0680562231165454,0.0121555195791023,0,0,-0.0109659273065846
SPX.Index,0,0.0691790001414452,-0.0130219134406458,0,0.140415373233747,-0.000870249145967274,-0.0968934270087644,0.0191043663869282,-0.0175771606940483,-0.037900528564541,0.00821022841543211,0.029332149725066,0,0.0106991160759967,-0.0129807466065424,0,0,0
VIX.Index,0,0.045568655864993,0.141270214780892,0,0,0,0,0,0,0,0,0.261876564965571,0,0,0.427184278633664,0,0,0
