,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.125107711696702,0,0,0,-0.0755739133616456,0.0866332216265306,0,0.467473493422834,-0.0952063669036641,0.0426191929488357,0.0381758288021979,0,0,0,0,0
ETH,0,0,0,0.423604763814304,0.286209571375024,0,0.66468813947598,0,0.199396498572528,-0.196683163059741,0,-0.248310715630911,0.126401998698693,-1.25138625422363,0,0,0,0.508100195983573
DASH,1.8897150395935,0,0,-1.38777878078145e-17,-0.497997630589889,-0.356813279792861,0.552071996478222,-0.194199821238174,-0.169174430445766,-1.04435903281397,0.133002331082986,0.528162869842491,0.228247356247705,1.75467540655688,0,0,0,0
XMR,0,0.508755751277668,0.181003991288654,0,0,0,0,0,0,0,0.0834013083541393,0,-0.249091257888005,0,0,0,0,-0.428968288464723
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.0145871905719993,0.0833964911337079,0.0157894042019543,0,0,0,0,0,0,0.160432581975327,0.0415747612559662,0,-0.0748187633316169,0,0,0,0,0
ETC,0,0.45009052810509,-3.46944695195361e-18,0,0,0,0,0,0.15183613684247,0,0,0,0,0,-0.160947902669805,0,0,0
XEM,0,0,0.17675548794755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0.192785234752166,0,0,0,0.538286847246079,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.397874395953751,-0.043290872284066,-0.0454362904251914,0.190320840075169,0,0,0,-0.142877803035809,0.0481042693571674,0,0,0,0.0377064547728462,0,0.337347153027701,0,0,0
XLM,0,0.140483472757114,0,0,0.173201077751936,0,0,0.10765337983746,0,0.0439325829419729,0,-0.0990454977919748,0.280328761090468,0,0,0,0,0
NEO,0,0,0.196817866879656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0.219951355756915,0,0,0,0,0,0,0,0.641671983227325,0,0,0,0,0,0,0
BV010082.Index,0,-0.0647459861169826,0.138204995511592,0,0.329621384530405,0,0,0.0296650390462738,0,0,-0.0625120307375409,-0.102450544328244,-0.137178903574007,0,0,0,0,0.0849010631250312
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0109347885845809,0,0,2.16840434497101e-19,0,0,0,-0.00266265666360312,0,0,0,-0.0108630724782633,0,0.0558213026395249,0.0109852829403662,0,0,0
SPX.Index,0,0.0188366263490376,0,0.00267641680840963,0,0,-0.00624322918806539,0,0,-0.0130446184704095,0,-0.00979225290172274,0,0,0,0,0,-0.021824193588638
VIX.Index,0,0.0304850831249824,0,-0.0712372192803101,-0.245659609102557,0,0.0226140341439579,0,0,0,0,0.220451713271675,0,0.529392440281553,0.424725037289197,0,0,0
