,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.192056496292446,0.1260990886747,0,0,0,-0.0363439638106859,0.0924243335407511,0,0.0659556141418859,0,0,0.129307544584897
ETH,0,0,0,0,0,0,0.15475524036739,0.0726844283334077,0,0,0,0,0,0,0,0,0,0
XRP,-0.512189643681598,-0.0851505131700232,0,0,-0.170417195593601,-0.169412370044336,0.290032623398598,0.128402878833063,0.202072182448344,0.488330436111262,-0.258948423311191,-0.0909323323410518,-0.0176297352628954,-0.0787643801785386,0.235663984366035,-2.30832170273907,0,0
LTC,0,0,0,0,0.050293915478083,0.0931854998994921,0.0245218422161009,0.0018297819108327,0,0.0567079855295795,0.0493209488544502,0,0.0454243443967722,0,0,0,0,0.0236348774083862
XMR,0,0,0,0,0,0,0.132737348062977,0,0,0.43393290972034,0,-0.308940218007832,0,0,0,0,0,0
DASH,0,0.218684410023681,0,0,0,0,0,0.0820123966896746,0.107502479898769,0.495682206416174,1.73472347597681e-18,-0.0348070278401467,0.165865207570139,0,0.217886853675108,0,0,0
ETC,0.501870128593321,0.285581740907553,0.1460896620885,0.51114858578589,0,0,0,-0.0409805191939561,0,0,0.124543012063993,0.100884972088859,-0.205536541314141,0,0,0,0,-0.142568100971233
XEM,0.419777760647715,0,0.744864069322095,0,-0.14610855420707,0.665845289807193,0,0,0,0,0,0,-0.0842340675735042,0,-0.502543604641204,0,0,0
DOGE,0,0.00988915207139383,0.572190217433063,0,0,0,0.0960403063817236,0,0,-0.140489656907212,0.214170493258111,0,0.192402503710329,0.693939011239737,0.110996733104695,0,0,-0.0564918851560234
ZEC,0,0.278868459748965,0,0,0.273017206610604,0.261170712488426,0,0,-0.140270256041006,0,0.33244931661824,0.0813970780888464,0,0,0,0,0,0
XLM,0,0,0,0,6.93889390390723e-18,0,0.114828069019473,-0.00328613275331421,0,0.234489097833934,0,0,0,0,0,0,0,-0.234504577930438
NEO,-1.15854632642004,0,0,1.37064538105342,-0.503368500866041,-0.969672116252954,0.183063889515641,0.428188851812278,0,0.917046757443525,0.00459489150544136,0,0,0,0.362238069760987,0,0,-1.73472347597681e-18
DGB,0,0,0,0,0,0,0,0,0,0,0,0.0938498990198004,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0.0734712395869178,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0.0147432171230443,-0.0343262603213847,0,0,0,0,0,0,0,0,0,0.207257104008036
DXY.Curncy,0,0,-0.0410931291911114,0,0.0110602260645272,0.0175604425748891,-0.00601133424858298,0.00209747370316168,0,0,-0.00784842287832619,8.67361737988404e-19,0,0,0.0124047938549268,0,0,-0.017201616282059
SPX.Index,-0.0273767077775246,0.0424060560094067,0,0,0,0,0,0,0,0,0,0,-0.0088608185033807,0,-0.000600114067762612,0,0,-0.0481676475734298
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
