,BTC,XRP,ETH,BCH,ADA,XEM,TRX,LTC,XLM,MIOTA,DASH,EOS,NEO,XMR,BTG,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.067843631280215,0.0870660800785281,0,0.0464837209019264,0.652908606549875,0,-0.139824543239365,0,0.0565545974485988,0,0.167540800326102,0,0,0,0,0,0
XRP,0,0,0,0,0,0.231844615291811,0,0,0.0709545332054076,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0.0459432204225168,0,0.00475103886109983,-0.0292206620586379,0.153127878046752,0.0631631758559669,0.171598305564688,0,0.120006366221761,0,0.0226994609623002,0.114846263276612,0,0.064911093894152,0,0,0,0,0
BCH,0,0,0,0,0,0.168933819422424,-0.00690844284401489,0,0,0,0.530286601278224,0.11881284002196,0,0.190041862885727,0.577995234869807,0,0,0,0,0.685359539621979
ADA,0,0,0,0,0,0,0.0902501949211093,0,0.621611495317279,0,0,0.145612752295145,0,0,0,0,0,0,0,0
XEM,0,0,0,0.109029928859249,0,0,0.0886007963812441,0,0.524556661206281,0.102812837774301,0,0,0,0,0,0,0,0,0,0
TRX,0.305116017668382,-0.23607972710179,1.77660011551781,-0.250145658160975,0.619466297824067,0,0,0.56620556347637,0,-0.992257989899505,0.859903616590079,0.45627511285733,-0.938224870323159,0,0,0,0,0,0,0
LTC,0.420769981644366,0,0,0,-0.0269288426437381,0,0.0109051204727897,0,0,0.185109455329262,0,0,0.127538329216452,0,0,0,0,0,0,0
XLM,0,0.388964754311037,0,0,0.240431250768639,0.363994235035707,0,0,0,0,-0.0488361406291399,-0.158763545440673,0.317857584726092,0,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0.0881661908921409,0,0.33390393768461,0,0,0,0.116033183505372,0,0,0,0,0,0,0,0
DASH,0,0,0,0.212407374976212,0,0,0.125288094516333,0,0,0,0,0,0.309739642189912,0,0,0,0,0,0,0
EOS,0,0,0,0.0470898791061051,0,0.204904683294309,0.133780962335366,0,0,0.332334667746301,0,0,0,0,0,0,0,0,0,0
NEO,-0.267577070743492,0,0.877464053024197,0,0.0885439970274532,0.0809483560079493,-0.0960763659906266,0,0.0702405824853669,0,0.203808036775642,0,0,0.0254591485893613,0,0,0,0,0,0
XMR,0.107702185829998,-0.0413975734208573,0,0.181410557494806,0,0,0,0,0.0819825488847096,-0.178360106691118,0,0,0.167823895936511,0,0.561337766049541,0,0,0,0,0
BTG,0,0.048515482314565,0,0.235405924114036,-0.0394136160708155,0,0.0489333221934342,-0.26037642761176,-0.0385988749467547,0.190167729750027,0.223044767384514,8.67361737988404e-19,-0.0452360315703565,0.397895150778945,0,0,0,0,0,0.189081750551913
BV010082.Index,0,0,-0.00669966621451661,0,0.0144017410660854,0.0205945544419274,0,0,0,-0.0242417714811152,0,0,-0.0537993089256991,0.0415189989459304,0,0,0,0,0,-0.0071819764150444
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,-4.29532362959108e-05,-0.00440793390259653,0,-0.00999255960756401,0.00609974183841974,0,0,0.0193138792640336,-0.00599495945423676,-0.0101805509971191,0.00956320368569564,0.00588764723127407,-0.00489501400647442,0,0.00139948863763357,0,0,0,0,0
SPX.Index,0,0,0,0,0.00530989076409633,0.00410377414822468,0.00281281635425961,-0.00997384938336481,-0.00215425782994195,0,0,0,-0.00194709540499308,0,-0.00231326197701125,0,0,0,0,-0.0322323002208913
VIX.Index,0,-0.0287361526689335,0,0.126842007373881,-0.104971169569789,-0.168641997906507,-0.0547418563496564,0.132399628308032,0.025310169732667,0,0,-0.00499875488481656,0.0110801023446531,0,0,0,0,0,0,0
