,BTC,ETH,XRP,BCH,LTC,NEO,ADA,XLM,EOS,MIOTA,DASH,XMR,ETC,XEM,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0789418557700952,-0.0939706119916192,0,0.398205052615964,0,0,8.67361737988404e-19,0,0.188096330831504,0.186087501009266,0,0,0,0,0,0,0,0
ETH,0,0,0,0.0844532737889308,0.165322508812941,0.0977285289980908,0,0,0,0.139413616600052,0,0,0,0,0.165015179066143,0,0,0,0,0.00791497376993636
XRP,0,0,0,0.0553458275390995,0.238486832163976,0,0,-3.46944695195361e-18,0,0,0,0,0.0976034267782089,0,0.460492602234093,0,0,0,0,0
BCH,0,0,0.0813647011514071,0,0.143515927603152,0.591214379554668,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072460162888845
LTC,0,0,0,0,0,0,0,0,0,0.425290533274655,0,0,0.181718497910179,0,0.0967396405968337,0,0,0,0,0
NEO,0.203441218479894,0,0,0.0696087691390268,0,0,0,-4.33680868994202e-19,0,0.2244211211938,0,0,0.0433698157031304,0.328869684474661,0.0629880131069022,0,0,0,0,0
ADA,0,0,0.403748505874746,-0.0419702866943096,0,0,0,0,0,0,0,0.106710422079139,0,0.307228677577395,0.00994573233489863,0,0,0,0,0
XLM,0,0,0.202240817580133,0,0,0,0,0,0,0,0,0.126175693719036,0.0574522134248838,0.53262433567835,0,0,0,0,0,0.00859701952994207
EOS,0,0,0,0,0.145972466278334,0.147688112765874,0,0,0,0,0,0.0876259244476571,0.270190942071249,0,0.25650170692172,0,0,0,0,0
MIOTA,0,0,0,0,0.100107417362636,0.477865078461648,0,0,0.432440811051107,0,0,0,0,0,0.11255962197932,0,0,0,0,-0.0803334216503478
DASH,0.156166905777765,0,0.0584512883514544,0.17481551004487,0,0.0901973901650844,0,0.15155725602858,0,0,0,0.388594864690741,0,0,0,0,0,0,0,0
XMR,0,0,0,0,0.162224771471065,0,0,0,0,0.049347104275531,0.843833551182394,0,0,0,-1.73472347597681e-18,0,0,0,0,0
ETC,-0.106991383605329,0,0,0.0668750107999666,0,0,-0.0566750564758084,0,1.62983314644843,0,0,-0.198431446731877,0,-0.48444911539463,0,0,0,0,0,0
XEM,0.100741856975748,0,0.12281000227049,0,0,0.10710410463372,0,0.392026634161868,0,0,0,0,-0.118133242378568,0,0.198157860446096,0,0,0,0,0.0512477270964702
TRX,0,0,0.346472508809691,0.0904794588898784,0,0,0,0,0.350750164831788,0,0,0.0355556786963619,0,0.36870172429925,0,0,0,0,0,0
BV010082.Index,0,0,-0.0977863922300309,0.0885456278296942,0,-0.101903883243354,-0.0058679458067989,0,0,-0.0318351447724851,0,0.159697906040978,-0.000980959167073549,0,0.0245424068473638,0,0.0745674653692982,0,0,-0.0636572806875888
CVIX.Index,0,0,0,0,0.0555974330668154,0,0,0,0,0,0,-0.107176228254775,-0.0162448568546938,0,0.0703948858817193,0,0,0,0,0.0330049515521876
DXY.Curncy,0,0,0,0,-0.0320352416181304,-0.0153220889226891,0,0,0,0,0,0.027858948336238,0,0,0,0,0,0,0,0.00613219335308442
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0789453331591504
VIX.Index,0,0,-0.76075612459885,-0.136358088434822,0.152905782971364,0,0.343592233050593,0,0,-0.881417319646131,0,0.549379820494267,0.0885828921585171,0.37590586994443,0.592565885137032,-2.30184091542859,0,0,-3.06607668608752,0
