,BTC,ETH,BCH,XRP,LTC,XEM,DASH,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0194379091222757,0,0,0,0,0,0.0828886104720568,0.0924439367140407,0,0,0,0,0.209632735288486,0,0,0,0,0
ETH,0,0,-0.0209758651337934,0,0.145144671674857,0,0,0.0209139984657383,0.203794572649013,0,0.0882175673536605,0,0.118219648988329,0,0.192822846632692,0,0,0,0,0.166350574510357
BCH,0,0,0,0,0,0,0,0,0,0,0,0,0.190830548495459,0,0,0,0,0,0,0
XRP,0,0,0.0197413847320538,0,0,0.244256945530221,0,0.38404757950917,-0.136618196782149,-0.13099085930201,0,-0.455204813618558,0.735586899396091,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0,0.584589414467578,0,0,0,0.221558370402236,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0.221212490059773,0,0.244019894061566,0,0,0,0,0,0,0,0,0.0583511872598962
DASH,0,0,0.0503928071372698,-0.0744118935311203,-0.359734481793475,0,0,-0.0510651353742585,0.0128295284906783,0,0.112845062485832,1.01588508104386,-0.00730895090562181,0,0,0,0,0,0,-0.0622767881641907
XMR,0,0,-0.00427567702171405,0.721163441609172,-0.33443250293754,-0.454613876375123,0.00702891169468595,0,0,-0.0718133430385625,0.238664787877864,1.07403663190963,0,0,-0.0860373468196916,0,0,0,0,0
MIOTA,0,0.397619771874619,0,-0.107414815107165,0,0,0.456855076810279,0.108258924951726,0,0,0.297146877865778,0,0,0,0.103078146401215,0,0,0,0,0
ETC,0,0,-0.0037370001497699,0,0.255891063221126,0,0,0,-1.73472347597681e-18,0,0.0143249701866693,0,0,0.213633916431913,0,0,0,0,0,0
NEO,0,0,0,0.0171465286828865,0.142440447960644,0.308738002446774,0,0,0.355780588418362,0.123774413246701,0,-0.103759711459707,-0.470479789674668,0.844333966654361,-0.424622149484787,0,0,0,0,0
ZEC,0,0,-0.0129274922296436,0,0.290619218344969,0,0.702397096056389,0.0652045291544081,0,0,-0.0464516219460802,0,0.135353657134801,0,0,0,0,0,0,0
XLM,0,0.12962989335964,0.0245953714928413,0.450132840895538,0,0,0,0.101912773225391,0.141773018432509,0.104419629716285,0,0.112055512185105,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,-0.344862416280847,0.0200911261382973,0,0,0.412698317431123,0.328750235173956,0,0,0.190272962231243,0,0,0,0,-0.134676972026766
BAT,1.21389243147244,0.418622660235223,0,-0.0759424511598805,0.107182249582045,0.169202706863009,-1.73472347597681e-18,-0.0571379043107699,0.0180854511590291,8.67361737988404e-19,-0.0833574166218668,0,0,0,0,0,0,0,0,-0.293586421404933
BV010082.Index,0,0,-0.0272893260325282,0,0,0,0,0.0208516316700832,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,-0.00662340021931081,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,-0.00204254888076502,0,0,0,-0.00419295798601956,-0.00625038578423723,0,0.00709957571273568,0,0,0,2.16840434497101e-19,0.00635574952649131,0,0,0,0,-0.049914807955361
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
