,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0332045440283392,0.521884851148203,0.112650060182339,0.0628122826865739,0.147699107621013,0.200733466402511,0,0,-0.0670854098102967,0.0945254027167965,0,0,0,0,0
ETH,0.124552161560656,0,0,0,0.18133016705122,0.172440315782839,0,0,0,0,0,0,0.0377181790305014,0,0,0,0,0
XRP,0.107406743064972,0,0,0,-0.0293571646905313,0,0.208764959336243,0.108467793417416,0,0,-0.0750336554357665,0.0936737101618243,-0.0978043318289248,0.499062340784261,-0.224352705594905,0,0,0
LTC,0.0864347820931152,0,0,0,0,0.161606884131937,-0.004314412656354,0.180406300257481,0,0.262964724842972,0.0372869828327115,0,0.142760976638909,0,0.40505852195556,0,0,0.0495863440470803
XMR,0.60998079641167,0,0,0.0430112734054982,0,0,0,0,0,0.22579394103327,0,0.0426976417497118,0,0,0,0,0,0
ETC,0.242685498433287,0,0,0.673300083033632,0.042210600237154,0,0,0,0,0,0,0.159510991946876,0,-0.353605529923147,-0.0256197035718279,0,0,0
DASH,0.429051883975378,0,0,0,0,0,0,0.0655526686423124,0,0,0.178391908451926,0,0.112266317763854,0,0,0,0,0
XEM,0.534932643487757,0,0.787212571126353,0.395924956110893,-0.457335152547518,0,0,0,0,-0.54400094756785,-8.67361737988404e-19,0.381733752084664,-0.221279130217229,0,-3.46944695195361e-18,0,0,-0.143727349370808
ZEC,0,0,0.35406842292666,0.0747194122646557,0,0.121470562224521,0,0.0273671095761646,0,0,0.436962228572122,-0.123126128097768,0.270048734677786,0,0,0,0,0.0722175589075653
DOGE,0,0,0.2758795795203,0.10272031418507,0.207277937937902,0.0963256499792448,0.0872485176355176,0.0252300074560224,0,0,3.46944695195361e-18,0.0166023884778153,0,0,0,0,0,0
XLM,0,0,-0.146932726376021,0,0.0588347788412684,-0.0846517482617967,0.164459210120777,-0.231956087306009,1.19022530054649,0,0,0.36730743894223,-0.458999393786173,0,0,0,0,-0.198141004198146
NEO,-0.270067175955184,0,0,0.0341424612491493,0,0.230976895118247,0,0.489298603510927,0,0,0.478609410900135,0,0.214122002053235,0,0,0,0,0
DGB,0.720370526214976,0,-0.713207926729273,0,-0.416555346818599,-0.413272319758667,0.212492693024725,-0.399286281478359,1.93112677629324,0,-1.14526646865154,0.700163672803066,0,0,0,0,0,-0.373159753881061
BV010082.Index,0,0.0452048414499619,-1.38777878078145e-17,-0.000349969974427334,-8.67361737988404e-19,-0.123184702720958,0,0.082953513286941,0,0.193478723779083,-0.0761962884427504,0,0,0,0.178958058812914,0,0,0
CVIX.Index,0,0,0,0,0,0,0.0371805984350236,-0.0414512836369623,0,0,0.00349170629317114,0,0,0,0,0,0,0.11538600567782
DXY.Curncy,-0.0525462549505085,-0.0107050123394702,-0.00157188717110469,0.0216494295726933,0.0204267633313981,0,0.0259461821419515,-0.00483137382205821,0,0,-0.0105123979118187,0,0.00349120275124099,0.0960054836570887,0.112331955684539,0,0,-0.0359710181302653
SPX.Index,-0.00433435883086124,0,0,-0.00694374829882515,0,-0.0109213191338184,0.0198703388959487,0.0154002456973591,0,0,-1.0842021724855e-19,0.00412176745145218,0,0.0224487068242702,0,0,0,-0.045199675628071
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
