,BTC,ETH,BCH,XRP,LTC,XEM,DASH,MIOTA,XMR,ETC,NEO,ZEC,EOS,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0296405983313307,0,0,0.101716273678538,0,0.16549754287431,-0.0300365119979701,0.147448033169057,0.040661543041444,0,0,0,0.123705978722635,0,0,0,0,0.0657826188928683
ETH,0,0,-0.0481819813724367,0,0.0641208400330991,0,0,0.132895188038982,0,0,0,0,0,0,0.119487372733873,0,0,0,0,0.099482208698456
BCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0.0372416435992316,0,0,0.346459765584116,0,0,0.419625413001701,-0.0561162869314264,0,-0.619071948816801,0,0.729528272433885,0,0,0,0,0,0.0392844978294763
LTC,0,0,0,0,0,0,0,0,0,0.655755780483808,0,0,0,0,0,0,0,0,0,0.216258710564599
XEM,0.300754485498516,0.0415499108101833,0,0,0,0,0,3.46944695195361e-18,-0.261305183097776,-0.298323215881732,0.288111349819368,0.24591289161692,0,0.508970387838441,0.207686567092727,0,0,0,0,0.192689402881437
DASH,0,0,0.022547576011238,0,-0.124207166744487,0,0,0.0958635458554226,-0.114195681553824,0,0,0.674514393813769,0,0,0.069079833880809,0,0,0,0,-0.00348742586935432
MIOTA,0,0.405358281073236,8.67361737988404e-19,0,0,0,0.388646244319136,0,0.0439336894886109,0,0.340356599723811,0,0,0,0,0,0,0,0,0
XMR,0,0,-0.12196658081206,0.78132042272079,-3.46944695195361e-18,-0.592710559700705,0.463329319740951,0.0343616185287128,0,-0.186636132141904,0,0.595286089027861,0,0,0,0,0,0,0,0.142562489484437
ETC,0,0,-0.0380306157733075,0,0.327319223122501,0,0,0,0.0493552818421576,0,0,0,0,0,0.0577718144684297,0,0,0,0,0
NEO,0,0,0,0.0370481611780708,0.231864355910364,0.510361300016592,0,0.08406136744163,0,0,0,0,0,-0.337834219693567,-0.358341071458909,0,0,0,0,-0.280210323376929
ZEC,0,0,0,-0.201908923054966,0.11942841590377,0.0425587763386138,0.658061231311629,-0.0859626828423342,0.0514947460177967,0,0,0,0.3384331757562,0.443700429494082,-0.0930842618773672,0,0,0,0,0
EOS,0,0,-0.0274086032174228,0,0.066544118259818,0.0859490931719957,-0.21936863529912,0.160004993375492,0,0,0.0213569370039445,0.171807304819356,0,-0.0628115380287611,0.0655194799755117,0,0,0,0,-0.120271254400234
XLM,0,0,0,0.44919987597819,-0.221190089647993,0.0537913479981683,0,0.000209370400138319,0.0667389602697515,0.39562118011409,-0.125628593107674,0.169507857219908,0,0,0,0,0,0,0,0
BAT,0.913947911232357,0.600717490919229,0,-0.0805237450405588,0.0772118428886439,0.327849076752714,0,0,-0.0673730857555605,0.0536172795820426,-0.104862805287917,0.0398028457495415,0.0929048935467497,0,0,0,0,0,0,-0.311571966442713
BV010082.Index,0,0,0.000468657268739872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0434652211942733
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,-0.00524980756978468,0,0.000587832123265497,0,-0.00491311944295585,0,-0.00345100402357064,0.00593653998625191,0,0,0.0114202679746217,0,0.00163824418930904,0,0,0,0,-0.0445337434755569
VIX.Index,0,0,0,0,0,0,-0.104415543768206,0,0,0,0,0,0,0,0,0,0,0,0,0
