,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.104470207825391,-0.0929640709336302,-0.0467731976136973,0.332651028905651,0,0.305263974982225,0.106181132183695,0.0625258209396977,0,1.73472347597681e-18,0.125816531659684,0,-0.189365857416708,0.297705446193844,0,0,0.00647785695357175
ETH,-0.193853091175184,0,0.0397843113518231,0,0,0.260687348280739,0.29002592430064,0,0.209921040903863,0,-0.202760919760247,0.0401018770814605,0,0,0,0,0,0
DASH,-0.624366481851853,-0.118925620717499,0,0,0,0,0.966907219025593,0.484566797253345,0,-0.299281278372357,0,0.538402777251983,-0.176825637124125,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,-0.108617085982608,0.0808319995155202,0,0,0,0,0
LTC,0.281246356697365,0,0,0,0,0.0970493406753141,0.100937361430617,0,-0.00580450186350936,0,0.129838236983388,-0.0156748774322659,0.0455300534632416,0,0,0,0,0
XMR,0,0.257637254407805,-0.0444640098792373,0,0.853119532934123,0,0,0.204074187913408,0,0,0.0972771390408999,-0.24349781126318,-0.153569854766179,0,0,0,0,0
ETC,0.845955187549023,0.329928346265865,0.13531234695471,0,0,-0.0274345139901916,0,-0.102865344129212,-0.077926022320742,0.126669817321218,0.341371650427942,0,0,0,0,0,0,-0.0502392001670408
XEM,0.320205441090992,-0.131954737997554,0.453595516877172,0,0,0,0,0,0.066130287698949,0,0.239126674495032,0,0,0,0,0,0,0
ZEC,0,0.362622150848212,0.278149749816792,0,0,-0.209580849443792,0,0.248348416304938,0,0.439717769857383,0,0,-0.10457958453909,0,0,0,0,0
DOGE,0.521942872270374,-0.0451371428395323,-0.0307790435230546,0.793355642268609,0,-0.105417835210251,0,-0.0849958747108247,0.120092136600625,0,0,-0.0528895499751884,0.045118770538137,0,-0.436376479106439,0,0,-0.0372607814168045
XLM,0,0,0,0,0,0,0,0,0,0,0,-0.200244763323617,0,0,0,0,0,0
NEO,0.397705467773262,-0.0568160843521743,0.19283311509802,-0.269036135608884,0,-0.2117097933542,-2.77555756156289e-17,-0.00981128108271896,-0.0684401338408287,0,-0.55419649020732,0,0.0959778095270966,0.99492107561607,0,0,0,0.54586201282894
DGB,0,0,-0.078041163747935,0.676628949427794,0,0,0,0,0,0,-0.273551959505923,0,0,0,0,0,0,0
BV010082.Index,0,0,0.0655355054333694,0,0,0,0,0,0.00123356259867455,0,0.124157368023295,0.114386082545691,0,0,0,0,0,0
CVIX.Index,0.476317484315088,0.108355578482195,-0.00231675945468655,0.21938125773283,0,0.0133299072655098,-0.185361067455311,-0.0720420561388507,-0.05745757708258,-0.170805933275491,-0.164843284942381,-0.0946141517589407,0.00376492124112164,0,0,0,0,0.0314035812816107
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0.0456126664490951,-0.00270565205718909,-0.00385104201169905,0.0769967266162098,0.0192250239416554,-0.0683697310164846,0,-0.0127760395862373,0,0.0518993068398068,0.0484072165681583,0.0145009727131287,0,0,0,0,-0.0314151321902374
VIX.Index,0,0,-4.33680868994202e-19,0.0187780208280378,0,0,0,0,0,0,0,0.443140813176566,0,0,0,0,0,0
