,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.11793788063608,0,0.0211488741966501,0.143919962744893,0.0250331304553912,0.0879156893990712,0.0540409550804245,0.0418862808855726,-0.153841167180722,0,0,0,0.0213856147710834
XRP,0,0,0.104916194793425,0,0,0.0916563739870362,0,0,0,0,0,0,0,-0.0838093200888828
LTC,0.90395204892889,0.608892289924535,0,0,0.423491568800752,0,1.73472347597681e-18,0.426652707076439,0.330595303258065,0,0,0,0,-0.107888685227115
DASH,0.50134425436404,0,0.0485737928467194,0,0.132722704974661,0,0,0,0,0,0,0,0,-0.0651385170461454
DOGE,0,0,0.250303409733123,0.474310875363948,0,0.0446121874372011,-0.0972174372683319,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,1.27731067309604,0,0,0.179935277260893,-0.289864080090742,0,0,-0.230143643719003,0.176212181942925,0,0,0,0,0
XEM,0,0,0.542192109296027,0,-0.379057688876638,-0.163217055679374,0,0,-0.48158682056506,0,1.76459654263002,0,0,0.0279783835137345
DGB,2.12208215020925,-0.405684725937711,0,-0.41930094012431,0,0.421607657696367,0.146192453466906,-0.0506536764750279,0,0,0.684788197401,0,0,0.0281045199516129
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335490359293055
CVIX.Index,0,0,0,0,0,0,0,0,1.00267898160526e-06,0,0,0,0,0.123626351471785
DXY.Curncy,0,0,0,0.0231123755038217,-0.0163530855556743,-0.024424370870155,0,0,-0.0197524210002507,0.157423649510371,0.00704921848037469,0,0,-0.0241581947216693
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575355946670706
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0
