,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,NEO,ETC,ZEC,BAT,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.426381877822876,0.103756381535062,0,0.0661396487300287,0,0,-5.42101086242752e-20,0,0.0649338621034299,0,0,0,0,0
ETH,0,0,0.00422478540377414,0,0,0,0.453610212583806,0.0226051039886539,0,0,0.0576772370481511,0,0,0,0.228613903009511,0,0,0,0,0
BCH,0,0,0,0,0,0,0.358184203308085,0,0,0.217550668340315,0.368747673057611,0,0,-0.181099666216929,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0.228990059092977,0,0.0891365430865978,0.0179773372495223,0.161961612198108,0.0129020545345501,0,0,0.0155657187016488,0,0,0,0,0
LTC,0,0,0.0946022069177532,0,0,0.0856473704805038,0.084941471012124,6.93889390390723e-18,0,0.0489126975733056,0.646324090506145,0,0.0761620551558688,0,0,0,0,0,0,0
DASH,0,0,0,0,0.196959918503602,0,0.333002801993705,0,0.18239714234881,-0.130971704091293,0,0,0.381037351877264,0.0551158846571534,-0.363395876786839,0,0,0,0,0
XEM,0,0.215886465887959,0.0962428328159218,0,0,0,0,0.0713427510575354,0.139699738993689,0,0,0,0.0150224885917773,0,0.182622087538443,0,0,0,0,0
MIOTA,0,0,0.260933159600819,-0.621102731506149,0.620655490187704,-0.207217373816315,0,0,-0.339775976968819,-0.40396194542289,6.93889390390723e-18,0,0.307273465691694,0.422915895013881,0.545722430237357,0,0,0,0,0
XMR,0,0,0.0189266319474128,0,-1.38777878078145e-17,0,0.651311576168019,-0.0551907726282772,0,0.0183959532551897,0.149583889134829,0,0,0,0,0,0,0,0,-0.0584605497804397
NEO,0,0,0.834653474308313,0,0,-0.19337589639685,-0.348800941444345,-0.660866137880495,-0.0510026519162791,0,-0.577423082382732,0.623087649043742,0.668132458507216,0,0.865802961879309,0,0,0,0,-0.641416677388865
ETC,0,0,0.0767798925740641,0,0.831981059330646,0,0,0,0,-0.103961815962255,0,0,-0.101429006793347,0,0.257416193529211,0,0,0,0,0
ZEC,0,0,0,0,0.230199423545529,0,0.312743116123912,0,0,0.0195215524158025,0,0,0,0,0.0563862972000109,0,0,0,0,0
BAT,0,0.315161203267839,-0.592901093115589,0,0.488983410346232,0.308308160113444,0,0.299465883371259,0,0.493448616824858,0,-0.707048813962079,0,0.144760145981891,0,0,0,0,0,0.349629056790819
EOS,0,0,0,0,0,0,0.083483322527776,0.29589759689085,0,0.210390394224501,0,0.140338274829862,0,0,0,0,0,0,0,0
XLM,0,0.675592335639617,-0.118833403742176,0,0,0,0,0,0,0.103463007639548,0.338362375844855,0,0,0.0299928272581805,0,0,0,0,0,0.195497856384823
BV010082.Index,0,0,0,0,0,0,0.0709742802122906,0,-0.00386123521932776,0.00871222586377221,0,-0.0738555452144733,0.015512996532306,0,-0.0514706602988696,0,0,0,0,-0.0940243412442973
CVIX.Index,0,0,0.0279031880452841,0,-0.0540256410688551,0,0,0.0321796907863177,0,0.0294835563782824,-0.135356703888325,-0.0901999939441856,0,0,0.131521467126195,0,0,0,0,0.0736234609956126
DXY.Curncy,0.0111958927049491,0,0,0,0,-0.0188670042460435,0,0.00540799325376073,-0.0107250739458245,0,0,0,-0.00939207753270741,0.0188001910370538,-0.0112427982693341,0,0,0,0,-0.0209038547723357
SPX.Index,0,0,0,0,0,0,0,0.000406791262509076,0,0.00298190423480927,0,-0.00515974628671672,0,0,0,0,0,0,0,-0.0382119978573944
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
