,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0292425468112816,0.387406901567654,-0.130589161486491,-0.104758187564095,0,0.0410813062759901,-0.058105687039311,0.267262987012442,0.144791518167585,0.024297944104207,0,0,0,0,0,0,0
ETH,0,0,0.0708917622476778,0,0.103111458504422,0.0844604916491859,0,0.147862042162454,0.0831465533829471,0,0,1.73472347597681e-18,-0.0131805282715423,0,0,0,0,0,0,0
XRP,0,0.563923193038285,0,-0.429652304370066,0,0,0,0.00587246751205622,0,0,0,0,0,0,0,0,0,0,0,0.163804519466779
BCH,0,0,-0.00422082190257975,0,0,0.317744467074351,0,0.0849970971457523,0,0,0.699008989153045,0,0.029143787705292,0.0983110910971137,-0.0162839210181652,0,0,0,0,0
LTC,0.663690146254653,0,0,0,0,0.316433573700078,0,0.00577950844233498,0,0,0,-0.0806693130919297,-0.00634248000977149,0,0,0,0,0,0,0
DASH,0,0.456274381253631,0,0.12016901572227,0,0,0.0189244461749291,8.67361737988404e-19,0.108125672926515,0.0678383340691253,0,0,0,0.00515688544319402,0,0,0,0,0,0.155935034391394
XEM,0,0.367682536858519,-0.251760305801454,-0.250954572143669,0,0,0,0,0,0.219861857851974,0,0.0365228625747401,0.126486026651095,0,-0.0689628756012278,0,0,0,0,0
NEO,-0.352088382064198,0.427103235870175,0,0.587573595397304,0,0,0,0,0,0,0,0,0.0859353656044025,0,0,0,0,0,0,0
XMR,0.184955920507376,0.503017953302845,0.0441594909789354,0.0356546861684633,0.219211353082525,0,0,-0.1575299523447,0,0.372943445653892,0,0,0.0135010956897781,0.224787160432654,-0.127739224339042,0,0,0,0,0
MIOTA,0,0,-0.0387431069922043,0.0128564278197039,-0.180185595348853,0.200216212164621,0,0.33107220354409,0.417937532828087,0,0,0,0.0148292127444582,0,0,0,0,0,0,0
ETC,0,0.222361148302948,0,0.18555957373024,0.163895403721891,0,0,0,0,0,0,-0.00896684339548684,0.0101378342778122,0,0.108851609599557,0,0,0,0,0
ADA,1.08301711642032,0,-0.242176491327458,-0.227582684700109,0,0,0,0,0,0,0,0,-0.0678669568828133,0,0,0,0,0,0,0
XLM,0,0,0,-6.93889390390723e-18,0,0,0,0.727812008503637,0,0,0,-0.0606015900314308,0,0,0,0,0,0,0,0
ZEC,-0.192051400492636,0.427239559571074,-0.21644316864745,0.0406561000603499,-0.0729841452321248,0,0.0157040233964431,0,0.314845096866106,0,0,0,0.00949748321665954,0,0.371428775597445,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0.000803578791092593,-0.0538546671116973,0,-0.0454662670022293,0.00912916581502772,-0.0859255232860083,0.0542653726856479,-5.42101086242752e-20,-0.0261166695650595,0.112494218057415,-0.00406410312898058,0,-0.030531313235758,0.0522376499267556,0,0,0,0,0.099696653638064
CVIX.Index,0,-0.17459559465418,0.0902000548321861,0.0455039908970467,0,-0.0629180802590152,0.0760389186356828,-8.67361737988404e-19,0,-0.05213587096129,0,0.0664557972608665,0.00438859877697973,0.0642576370023405,-0.0456935236458716,0,0,0,0,0.0135566953349
DXY.Curncy,0,0.028026662310424,-0.0131672761612402,0,-0.0177517443936612,0,-0.00404865426358285,-0.004647826485278,0,0,0,-0.0133731601345978,-0.00167261442499667,0,0.00956983345488213,0,0,0,0,0
SPX.Index,0,0,-0.0128280043417278,-0.0115701632030194,-0.00264627429373385,0.00600594255742413,-0.0164490415860738,0.00729314330044164,0,0,0.0286582773659996,-0.0108528966456163,0,0,0.00490827349346772,0,0,0,0,-0.0260198193136826
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
