,BTC,ETH,BCH,XRP,DASH,LTC,XMR,NEO,MIOTA,ETC,XEM,EOS,ZEC,ADA,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.161282289678286,0,-0.139427641306256,0,0,0.0299458387963421,0.0334811970842468,0,0,0,0,0,0.113372320228431,0,0,0,0,0
ETH,0,0,0.00619130375121118,0,0,0,0.201419483976934,-0.0469496194878202,-0.0366827143042713,0.0380380903514702,0.177916627749812,0.186078709307143,0,0,0,0,0,0,0,0
BCH,-1.73174725580823,0,0,0,0,-0.0208636807706629,0,0.359517317032725,0.439782482885922,0.426990839321554,-1.12985341491556,0,-0.457111077900818,0,0,0,0,0,0,-0.363194153612557
XRP,0,0.0124166255063274,0,0,-0.0551281220723767,0.153453668625572,0.0271640452834725,0.0463795862841393,0.0421677217605725,0,0,-8.67361737988404e-19,0,0,0.141489904840708,0,0,0,0,0.020104661034918
DASH,-0.713527819935229,0,0.0915517400049295,0,0,0,0.431451201224119,-0.17530072457196,1.38777878078145e-17,-0.648103393628858,0,0.288347538413972,1.0444266488769,-0.186423627843357,-0.273501214584447,0,0,0,0,0.159625529093189
LTC,0.169314448626665,0.281239053411241,-0.0897180799202842,0,0,0,0,0,0,0.0702910705057827,0,0,0,0.120312871821097,0,0,0,0,0,0.150233521255519
XMR,0,0,0,0,0.155293802828887,0,0,0.171781324910813,0,0,0,0,0,0.201499808980797,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0,0.0565845171940935,0,0.0569598356112283,0,0,0.179257136674059,0,0,0,0,0
MIOTA,0.491652795958783,-0.391309105492055,0.206215066700254,0,0.234689510529711,0,0.521184862183805,0,0,0.21693609005893,0,0.118252154747579,0,0.538766125779387,0,0,0,0,0,0.657049093872044
ETC,-0.625061744381863,1.15074670596767,0.179975828212762,0,-0.72786170433864,0.381971554729257,0.445969809325777,-0.146015334972341,0.215779557025543,0,0,0.128922277693097,0,-0.452227036504376,0,0,0,0,0,0.196159022501911
XEM,0,0,-4.33680868994202e-19,0,0,0,0,0.0220679178126882,-0.0137098370214771,0,0,0,0,0.513739951371082,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0.203879541629352,0,0,0,0,0,0,0.218200185091599,0,0,0,0,0
ZEC,0,0.178385410095229,-0.0168924145452806,0,0.40685485122802,0.360479181741393,0,4.33680868994202e-19,0.171695450223418,0.0225909433526788,0,0,0,0,0.0163988937518784,0,0,0,0,-0.1644658952457
ADA,-0.0265449073280171,0,0,0,-0.068177049374709,0.28414952897836,0,-0.0233263404826118,0.166610693613964,0,0.750727691443594,-0.0730550279380255,0,0,0.198509928821315,0,0,0,0,0
XLM,0,0,-0.0942145107954531,0,-0.0708616461446524,0,0.0429094157934648,0,-3.46944695195361e-18,0,0,0.110739140368535,0,0.654243535809563,0,0,0,0,0,-0.0729529226090601
BV010082.Index,-0.0560358081755984,-0.108581570756986,-0.041074555077407,0,0.0174636580313744,0,0,0.0392248821577735,0.0148709365645646,0.0627555190526743,-0.151885942264898,0.0194374316144714,0,0.103251267689189,-0.0169682130392058,0,0,0,0,-0.083178181383482
CVIX.Index,0,0,-0.0350842014528696,0,-2.71050543121376e-20,0,-0.0114034086767387,-0.0227344470702347,0,0,0,0,0,0,0,0,0,0,0,0.0412461990439556
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0.00101393298076379,0,0.003063449994707,0,0,0.00508845531582261,0,0.00100191971371999,0,0.00163376934249326,0,0,0.00413340693232615,0,0,0,0,-0.0359274126668927
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
