,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.16709472289151,0,0,0.166017110241409,0,0,-0.177298476454119,0.393611168890764,0.177070299211646,-0.141681211760318,0.11591329315902,0,0,0,0,-0.119369107568927
ETH,0,0,-0.15009895811095,-0.0523525222794757,1.38084856493721,0.166825673780993,0,0.123719853654829,-0.31052519895377,0,0,0,0,0,0,0,0,0
DASH,0,1.73472347597681e-18,0,0.0501937498823296,0.387870036062415,-0.349740691796096,0,-3.46944695195361e-18,0.0644403866394346,-0.0866059062403518,0,0.718385217683437,0.249230270957523,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.435453685571083,0.156662725935204,0.0641194413708332,0,0,0,0,0.0846538440221517,0,0,0,0,0,0,0,0,0
ETC,0.155264465518306,0.383257532499807,0,0,0,0,0,0,0.0741914047636853,0,0,0,0,0,0,0,0,0
LTC,0.0706636280996567,0.0775394755958794,0,0.0383022956020555,0,0.103125237973684,0,-0.149971827904079,0.11701597349151,0.0773659775394958,0,-0.0126608418426735,0,0,0,0,0,0
XEM,0,0,0,0,0,0.0458931920979766,0,0,0.316866317149925,-0.398229724291901,0,0,0.671567543989944,0,0,0,0,0
ZEC,0,0,0,0,0.387237935446573,0,0,0,0,0,0,0.134842150352531,0,0,0,0,0,0
DOGE,0.437293953381633,0.027520010524849,-0.0993247337720628,-0.0259758918198687,0,-6.93889390390723e-18,0.266752499243276,0,0.189564563526608,0,0,0,0.101920415734299,0,0.197248489785969,0,0,0
XLM,0,0.0260699284257597,-0.0399313463183682,0.271178049524701,0,0.10991916037164,0,-0.107144644293636,0,0,0,0,0.454467704572623,0,0,0,0,0
NEO,0,0,0.224263394405143,-0.0773206795178467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0.228717774312933,-0.247460241070909,-0.211219498591,0.131474033737683,0,0.426940245160229,-0.364454937160314,0.171575763159644,0.510935827549521,0.191047924458695,0,0,0,0,0,0
BV010082.Index,0,0.0398750834675149,0,-0.0383491089865463,0,-0.0869240854047374,0,0,-0.0398341697357552,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0.00210155458385092,0.137126945953012,0,0,0,-0.00719529245004767,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0.00320734455491738,0,0.00487400510108998,0.00730037201917228,0.00556722634935413,0,-0.00409804545298092,0.00112032123905629,-0.00280974102818532,0.00600030483295246,0,-0.0128688984046447,0,0,0,0,-0.0613625423493894
VIX.Index,0,0,0,0.0124220752455721,0,0.0378931547065505,0,-4.33680868994202e-19,-0.0576241616450015,0,-0.0455835284749547,0,-0.0586911560635972,0,0.317097159704933,0,0,0
