,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,ETC,NEO,ZEC,EOS,BAT,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0091442305213966,0,0,0,0.478430402421466,0,0,0,0,0,0,0.0350634510058008,0.0925840081782459,0,0,0,0,0
ETH,0,0,0,0,0,0,0.405174507746664,0.08430345068065,0,0.0646447213310177,0.0848655856113356,0,0,0,0.173457228193593,0,0,0,0,0
BCH,0,0,0,0,1.38777878078145e-17,0,0.232116846456524,0,0.0372088778060232,0.398639080806531,0.193963000240337,0,0,0,0,0,0,0,0,0.298624714304527
XRP,0,0,0,0,0.220166789013133,0,0.101860207597176,0,0.195674667591408,0,0,0,0,0.00894394644475713,0.0509407987525411,0,0,0,0,0
LTC,0,0,0.101752871535059,0,0,0,0,0,0,0.713603675357768,0.0449823344091254,0,0,0.0847084109928636,0,0,0,0,0,0
DASH,0,0,0,0,-2.77555756156289e-17,0,0.305418479761318,0,0,0,-0.114111993653644,0.613288911464169,0.0661972932691968,0.335811323408664,-0.360455484460155,0,0,0,0,0
XEM,0.44603492364151,0.045531853840312,0,0,0,0,0,0,0.160794296752067,0.138378408404576,-1.73472347597681e-18,0,0,0,0.110867947988703,0,0,0,0,0
MIOTA,0,0,0.166628378264272,0,0,0,0,0,0,0.0692487291828016,-0.487499063961471,0,0.496445522831235,0,0.742001433024468,0,0,0,0,0.0855150183910215
XMR,0,0,0.0410781385492535,0,0.190429383322925,0,0.55391081366551,0,0,0,0.0208068547848214,0,0.0351875389582788,0,0,0,0,0,0,0
ETC,0,0,0.0605316912066465,0,0.771171469901408,0,0.0206813240191935,0.0958201070725351,0,0,-0.060354208010099,0,0,-0.133717777421529,0.200808101658887,0,0,0,0,0
NEO,0,0,0.834810834730182,0,0,0,-0.431022105984542,-0.414876891391873,-0.153834007412747,-0.680804933232216,0,0.858223715046193,0,0.590933424834735,0.751283629680176,0,0,0,0,-0.834431323374277
ZEC,0,0.303081493636182,0.0178782969600021,0,0,0.0994000351081417,0.155686326974152,0,0,0.0831547761156307,0.0384555265659146,0,0.0458267501587616,0,0,0,0,0,0,0.0540496345558868
EOS,0,0,0,0,0,0,0,0.402174928672186,0,0,0.36207449380072,0,0,0,0,0,0,0,0,0
BAT,1.1663569522258,0,-0.590311370014571,0,0.217435414698595,0.170817547198811,0,0.331493345680183,0,0,0.464573985639086,-0.634515403466891,0,0,0,0,0,0,0,0.27165874199525
XLM,0,0.688725105283442,0,0,0.124642870419109,0,0,0.024950622645186,0,0.173100956525724,0.0342947517376362,0,0,0,0,0,0,0,0,0.0850251598242198
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0.00852836502591468,0,0,0,-0.0105302220221132,0,0,0,0,-0.118308133137506
CVIX.Index,0,0.179377888486402,0,0,-0.174591944528424,0,0,0.0168701659071606,0,0,0.0539262276114889,-0.240735218945224,0.0283768422958575,0,0.053863752429988,0,0,0,0,0.139250178943342
DXY.Curncy,0,0,0,0,0,-0.00737940507710639,0,0,-0.0116913388927791,0,-0.00292715946942531,0,0.0147640055933828,-0.00926436368607036,0,0,0,0,0,-0.0212749490649561
SPX.Index,0,0,0,0,0,0,0,0,-0.00174796104459417,0,0.00277184143190615,-0.00189809084603505,-0.00030729194304811,0,0,0,0,0,0,-0.0389991682141352
VIX.Index,0,0,0,0,0,0,4.33680868994202e-19,0.0370574713368194,0,-8.67361737988404e-19,-0.106236466154188,0.104609170239982,0,0,0,0,0,0,0,0
