,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.299766224506723,0.144023071671481,0,0.015260966883409,0.0650802297990453,0.0991683511301552,0.08541550120244,0,0,0.0651747938971392,-0.0709100494340665,0,0,0,0,0,-0.045546183653633
ETH,0,0,0,0.0468402907745063,0,0.15192285181758,0,0,0.137837597169048,-1.38777878078145e-17,0,0,0,-0.0585251802438586,0.417681317827221,0,0,0,0,0
XRP,0,-0.548399454840186,0,0,0.354555049512074,0,-0.0891801258422013,0.0718716247667808,-0.132597499167925,0.0993310002983903,0,0,-0.317412636835345,0.184969945309021,1.08633764979597,0,-0.243553636416771,0,0,0
BCH,0,0.10651810281494,0,0,0,0.195694675559518,0,0,0.0903079721320184,0.0141659462217374,0.20552210592678,0,0,-0.0315268092233215,0.36657141100749,0,0,0,0,0
ADA,0,0,0.0860316979662621,0,0,0.563692437394702,0.0638413030221724,0.225711867608947,0.0900262723597619,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0.053965688172589,0.364305941223649,0.193451684622303,0,0,0,0.0438338765281215,0.093673761921061,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0
NEO,0,0,0,0,0.283312777554807,0,0,0,0,0,0,0,0,-0.0731843538752804,0.523494855262488,0,0,0,0,-0.104910977136184
XLM,0,0,0.15431409268106,0,0.231699589149503,0,0.0538281340956784,0,0,0,0,0,0,0.186824019614967,0.289303404930354,0,0,0,0,0
EOS,0,0,0,0,0.242581140813549,0,0,0.452143001010342,0,0.0589724381419068,0,0,0.0468085906736187,0,0,0,0,0,0,-0.194006280687467
XEM,0.425872238902254,0,0.264172415135318,0,0,0.21629092768623,0.00651964422205793,0,0.0645238391651625,0,0.0682513003383347,0,0.196528818633279,-0.0472593218693133,0,0,0,0,0,0
MIOTA,0,-0.1108276879775,0,1.11332476848373,0,0,-1.38777878078145e-17,-0.196520080967104,-0.134076565497135,0.0181763437602156,0,0,0,0.200735968876413,0,0,0,0,0,0
DASH,0,0,0.118465972775045,0.100577967917461,0.00180672123955165,0.269629802262455,0,0.0193942462829857,0.114490407301908,0,0,0,0.07153541266355,0.101258099046475,0,0,0,0,0,0
XMR,0,0,0,0,0.277710749636997,0,0,0,0.0622383484784021,0.0111961538067358,0,0,0,0.00978672055399067,0.167788532053135,0,0,0,0,0
TRX,0,0,0.506821979630632,0,0,0,0,0.220509010010378,0.173118760426297,0,0,0,0,0,0,0,0,0,0,0
ETC,0,0.317512736707075,0.347116462899956,0.138969172726532,-0.175662609879392,0,0.127814229598061,0,0.0620784498530776,0,0,0,0.363129358176565,0.0150718570229098,0,0,0,0,0,-0.0185786509749648
BV010082.Index,0,0,0.02961553037315,0.0505667669818535,-0.0953037781107379,0,-0.0183058254668588,-0.0599996468059463,0,0.0355860167083238,0,0,0,0.0426063163593038,0,0,0,0,0,-0.0304684626141796
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,-0.0254636277206396,0.0651429243924853,0.00560226937301914,2.16840434497101e-19,0.00970901745412747,-0.0193019430647402,0,-0.0314101167656353,0,-0.00481701064194163,0.00410746079060566,0,0.0237961913809019,0,0,0.00513454222323918
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012904528791291,0,0,0,0,0,-0.0304141804763635
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
