,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0308794715242755,0,0.445093396860172,-0.0268000733769241,0,0,-0.00581844778787633,0.042610803877048,0.00269074262112087,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.607925202451911,0,0.0883953856587576,0,0.0420997841221172,0.00420442741560243,0.0190044023184185,0,0.0348059456041228,0.00500494758706785,0,-0.0855807545649841,0,0,0.108273388881406
DASH,0,0,0.164984316746415,0,0,0,0,0,0,-0.0705926827546817,0.436208689363266,0,0,0,0
DOGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.346478511406409,0,0,0.420467144194434,0.0622980875460648,0,0.268873164057148,0,-0.101053929983961,-2.54648834954173,0,0,0,0
XEM,0,0.0774063254942132,0,0,0,0,0,0,0,0.23462456080679,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,-0.326406270696384,0,-0.0729210928301821,0.716627143105636,0,0,-3.77752912474127,-1.30292189935644,0,0,0
BV010082.Index,0,0.0940659925489013,0,0,0,0,-0.11625037569717,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0.0242963054832871,0,0.0316191613758079,0,-0.0463345021816901,0,0,0,0,0.259783804105148
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0.00426089258315806,-0.000522518347225272,0.0153823095843101,-0.00732567136372086,-0.0107609614587828,0.0286160266780557,0,0,0,-0.104889192494862
VIX.Index,0,-8.67361737988404e-19,-0.12321290116361,0.20036500836931,-0.292330237120764,0.163487019808498,0.123118120761417,-0.18083640293241,0.279391704585743,0.0554412832789396,0.179623852142105,0.690174062883616,0,-1.18979358189168,0
