,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.130822477786134,0,0,0,0,0.119506152895747,0,0.364512962512661,0,0,0,0,0,0,0,0
ETH,-0.850106142749634,0,-0.0740231337693206,0.944730097400685,0.231608136401971,0,0.571892654490273,0,0.351342406008004,-0.457420207916872,0,-0.14117183767677,0.577016735173949,0,0,0,0,0.775509058878374
DASH,1.39268614414578,0,0,0.128809844122288,-0.389506154014092,0,0.450194918595862,-0.282285270114419,0,-1.33053348243902,0,0.555749976571451,0.625122002073062,2.38299929090903,-0.239716175292029,0,0,0
XMR,0,0.502033890978999,0.144149040650476,0,0,0,0,0,-0.0332857330712802,0.289758612396752,0.169765276006159,0.0667478889278871,-0.294248403080337,0,0,0,0,-0.467040853541671
XRP,0,0,0,0,0,0,0.0941019961537021,0,0,0,0,0,0,0,0,0,0,0
LTC,0.197502138450629,0,0,0.0816397741957819,0,0,0.125731708937431,0,0,3.46944695195361e-18,0,-0.0772601987002887,-0.0424764519113371,0,0.0544582222953328,0,0,0
ETC,0,0.418627488022887,-0.0745040066124064,0,0,0,0,-0.0852119520350695,0.427886269554351,0,0,0,0,0,-0.0267701273622545,0,0,0
XEM,0,0,0.163441824390943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0.181517580339414,0.00833008812769129,0,0,0.385327221400453,0,0,0,0,0.222872133109269,0,0,0,0,0,-0.211455649434051
DOGE,0.384579011018741,0,-0.0536178822543851,0.148715566679615,0,0,0,-0.0922707159898387,0.096367579676216,0,0.0933272891254273,0,0.0712348806016495,0,0.27389524911019,0,0,0
XLM,0,0.138433687609491,0,0,0.159898805236802,0,0,0.097066445009694,0,0.0680969961631026,0,-0.110707159187462,0.256633493649297,0,0,0,0,0
NEO,0,0,0.196817866879656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0.460641614059028,0.298262377017628,-0.656909871333392,-0.225829654799974,-0.569534906629194,-0.357649405909858,0.113101850673146,0,0.567486939537612,0.46960389804419,-0.123720094314361,0,-0.554948010999558,0,0,0,-0.342656256554094
BV010082.Index,0,0,0.118236379665115,-0.173436234807795,0.116752495445703,0,-0.114597482130476,0.0852947375824055,-0.0615932066956146,0.375758578412103,-0.0405898829455706,-0.0391979521668074,-0.134596520152062,0,-0.166890428137388,0,0,0.156653843590132
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0.0189861879689787,0,0.00381334592942015,0,0,0,0,0,-0.0121614166477414,0,-0.0149320624615458,-0.00198416144627279,0,0,0,0,-0.0212857815994609
VIX.Index,0,0.130045351667184,0.1673150661031,-0.250981906355314,-0.400258057758234,0,0,0,-0.0839604846968099,0.292187766895858,-0.0115917249142058,0,-0.19132830360227,0,0.575239635808307,0,0,0
