,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.138216666067754,0.0803305244875553,0,0,0,0.00407329160615903,0.110290900134783,0.102473781421977,0,0,0,-0.0407518453099668
XRP,0,0,0.0867129813640678,0.320784970527896,0,0,-0.12802893539825,0.106694111576138,0,0,0,0,0,0
LTC,2.06121461209883,0.108054998259628,0,0,-0.137126660356098,0.861274096026961,-0.0322677068673311,0.111974639069776,0,0,0,0,0,0.325308290196385
DOGE,0,0.207315616670901,0.0693605895249109,0,0.439155330875684,0.830764811513627,0.0315525603977946,-6.93889390390723e-18,0,0,0,0,0,0
XLM,0,0,-0.0598875100714249,0.723829395247176,0,-0.0928648685910427,-0.11477579033497,-0.250228894795223,-0.451174453842635,0,-0.57235101829201,0,0,0.386355038068961
DASH,0,0,0.126949652506346,0.216873321514191,0,0,0,0,0,0,0,0,0,0
XMR,0,0,-0.170777621639205,0,0.326886027964396,0,0,0,0,0,0,0,0,0.150241411647418
XEM,0,0,0.0045224766725381,0.672401435311396,-0.746053429160424,0,0.0131753801934902,0,-0.518546848256148,1.18764063342914,-0.545795076969175,0,0,0.687429498788329
DGB,0,0.148542325312518,-0.0144256115066763,3.46944695195361e-18,0,0,-0.183601389287963,-0.267470066837153,0,0,0,0,0,0.436468610826624
BV010082.Index,0,0,-0.0124438894865302,0,0,0,0.0332344690638018,0.0263754558634078,0,0,0.3421931470642,0,0,-0.0390549898828529
CVIX.Index,0,-0.0342838294857691,-1.73472347597681e-18,0.0257891311736919,0,0.0514547601333425,0,-0.0373689869894797,0,1.3654953755929,0,0,0,0.0644177719613985
DXY.Curncy,0,0,0,0.0070716964133561,0,0,0.0344884853251109,0,-0.0204664776333922,0,0.12849721731023,0,0,-0.0055338191886738
SPX.Index,0,0.0023210204958583,0.000562176857670652,0,0,0,0,3.59218419692109e-05,0,0,0,0,0,-0.0878577392496946
VIX.Index,0.0731752972342578,-0.00648577618560538,0.183463989234931,-0.18774022488965,0.0924491629987384,0.253466818287548,0,0,0.377188916874999,-1.06886560983043,0.459316710198624,0,-5.63709749918787,0
