,BTC,XRP,ETH,LTC,XEM,DASH,ETC,XLM,XMR,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0.674660023849229,0.799077510594937,-0.186427052484336,0.0378556908738053,0,0,0,0,0,0,0.818421156357547,0,0,0.483988233336134
ETH,0,-0.0223267358454848,0,0,-0.0393311380009025,0,0,0,0,0,0,0.423438287773649,0,0,-0.197228066461542,0,0,0
LTC,0,0,0,0,0,0,0,0.0997893360501919,0,0,0,0,0,0,0,0,0,0
XEM,0,0.341018106416531,0,0,0,-0.521275706903535,0,0.0774376802527811,0,0,0,0.175330364208907,0,0,0,0,0,-0.249567935028376
DASH,0,0,0,0.0267501634642369,0,0,0,0.0276742977713464,0.287499758428991,0.133942801997669,0,0.0164331359130706,0,0,0,0,0,0
ETC,0,-0.102354515525913,-0.118492093007997,-0.146077146589256,0.0905219093939853,0.22013821033727,0,-0.0619363328634837,0,0.340560071109519,0,0.437030683589383,-0.27233791687332,0,-0.486801429596609,0,0,0.0847428913129358
XLM,0,0.578468929558739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.211697345988453,0,0,0,0.139680679306731,0,0,0,0.210349946393945,-0.0833763502604478,0,0.00316509301259826,0,0,0
DOGE,0,0,0,0.230134245006886,0.157092855525358,0.267183720219269,0.144697937195154,0.155771333992278,0,0,0,0,0.635131585597826,0,0,0,0,0
ZEC,0,0,0,0,0,0,0,0,0,0.123184415806278,0,0.18786450395753,0,0,0,0,0,0
NEO,0,0.257328393736387,0.262025528601666,0.292467551135549,0,0,0.205640733848246,0,0,-0.128626935873781,0.763444746310138,0,0,0,0.212316204305678,0,0,0
DGB,0,0.151280173159248,0,-0.0672142262452301,-0.0661149923002855,-0.34908582230095,-0.318492530208518,0,-0.371408953881056,0.727697436623899,0,-1.73472347597681e-18,0,0,0,0,0,0.234893769788647
BV010082.Index,0,0,0,0.0176877385177787,-5.42101086242752e-20,0,0,0.0139936051981377,-0.0555878460431982,-0.00929937799844685,0.0767955398440829,0.0209822021434422,-0.00692078871157709,0,-0.0677163081360994,0,0,-0.131832949274193
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.00809570148346921,0.00451583735951252,0,-0.00962880046336626,-0.0153363226324481,0,-0.000514312997147085,0,0.0081951429366544,0,0,-0.0121701674776343,0,0,0,0,0.0187208627572762
SPX.Index,0,-0.00132751176733125,0,0,0,0,0,0.000470669176383373,0,0.000943506787181611,0,-0.0021913252357345,0.001074334440081,0,0,0,0,-0.0288337873288227
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
