,BTC,ETH,BCH,XRP,LTC,DASH,NEO,MIOTA,XMR,XEM,ETC,EOS,ZEC,ADA,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.182184995345266,0,0.338619056473166,-0.33437590176983,0.01673623048047,0.248487495809185,-0.122033909966099,0.252687246814677,-0.217020019660041,0.202705469709218,0,-0.0324924053606307,-0.439080811833776,0,0,0,0,-0.135121360477963
ETH,0,0,-0.0672411959486968,0,-0.109712930353343,0.12727947334443,0.0258836498908005,0,0.00989241355997487,0.12865929297597,0.207883322785262,0.112466227753016,0,0.072032741098278,0.00765381910945728,0,0,0,0,-0.0484483058323638
BCH,-2.5879291703359,0,0,0,0,0,0.275330782241031,1.03008751257391,-1.0946683926529,0,0.230100779859962,0.382448911313945,-0.989301211883814,-0.247375629906174,-0.519159926803415,0,-1.68125254076477,0,0,-0.309198401835384
XRP,0,0,0,0,0.167511307316966,-0.0458647513004479,0.0466855426214743,0.0433597014547659,0.0163730373753666,0,0.00558794191962397,0,0,0.0429042420801386,0.102414649239257,0,0,0,0,0
LTC,0.137568549161833,0,-0.072405366014081,0,0,8.67361737988404e-19,-0.0529535008315761,0.00917123988633593,0,0,0.0878814529865072,0.0194733664072061,0,0.153330941342313,0,0,0,0,0,0
DASH,-0.35567693984147,0,0.0131361391453885,0,0,0,0.00191561589191183,6.93889390390723e-18,0,0,0,0.0259734060845526,0.733062536568203,0,-0.149358243399681,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0,0,0.0513791260084197,0,0,0.176339333033104,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0.161337324871434,0,0.141224006891552,0,0.169910077186554,0.140353762077339,0.152261375434714,0,0,0,0,0.324624908775298
XMR,0,0,0.0399431877011868,0,0,0.155360737112335,0.144084958642511,0,0,0.137428908600908,0,0,0,0.13655464324408,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0.0214647856486969,0,0,0,0,0,0,0.392902871714842,0.018797721582335,0,0,0,0,0
ETC,-0.431153456280851,0.601309526547106,0.129775958796553,0,0.106751087606224,-0.484112486675216,0,0.134386999087811,0,0,0,0,0,0,0,0,0,0,0,0.053922455186191
EOS,1.4100683037004,2.31704450669534,0.30195211074529,0,0,0.192633247125839,-0.0380011458631462,-0.200066117055763,0,-0.251501886567691,0,0,0,0,0.290213514121352,0,0,0,0,0
ZEC,0,0,-0.0507007981920407,0,0,0.377115938636282,0.0357872041058199,0.274836554829159,0,0,0.0222374269030225,0.0160690740846405,0,0,0.0409303622842897,0,0,0,0,0
ADA,0,0,0,0,0.291751441833522,0,0,0.0267916450907876,0,0.852003977540684,0.0254193891673782,-0.0795647260234829,0,0,0.178510970744043,0,0,0,0,0
XLM,-1.03840434648298,0,-0.322545143620977,0,0,-0.444072525210469,-4.33680868994202e-19,0.311600236616036,0,0.561585668383546,-0.0972834875504287,0.298082276357659,0,0,0,0,0,0,0,-0.128694446474763
BV010082.Index,0,0,0.0252336544579791,0.178806058199734,0,-0.0156314700697232,0.0271123758335266,0,-0.00584152348862859,0,-0.0304946830932619,0.0124880502627905,0.0551488638046159,-0.0473307853237615,0.0278127882409485,0,0,0,0,-0.000235726207586098
CVIX.Index,0,0,-0.0193750456807716,0,0,0.00864055152397993,-0.0375025621331507,0.0574956162801359,-0.0990069965967617,0,0,-0.0399689161186295,0,0.0373627941512897,0,0,0,0,0,0.0267507312695501
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0.00206465099169006,0,0,0.0017617941583065,0.00818709423858542,0,0,0,0,0,0,0,0.00279597386153522,0,0,0,0,-0.0384434579151334
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
