,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.095480555554322,0,0,0,0.143827472119047,0,0.207482939281906,0,0,0.0475284777017727,0,0,0,0,0,-0.0159835522940002
ETH,0,0,0.339356495988499,0,0,0,0,0,0.165666719700242,0.0943061280419192,0,0.193796154595935,0.0225488141450227,0,0,0,0,0,0,-0.0162127291605578
XRP,0,0,0,0,0.127969916242224,0,0,0,0.265363527483567,0.0730979489714972,0,0,0,0.339406184944043,0,0,0,0,0,0.044438310336078
BCH,0,0,0,0,0.149370425067777,0,0.287570995286418,0.53222377181345,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0.945116437665022,0,-0.325654154890861,0,0.455665842729662,-0.163269507100655,0.598845879756843,0,0,-0.101910837768095
LTC,0,0,0,0.138798728344462,0.0530467614171924,0,0,0.187841721010239,0.214090485594414,0,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0.101852054768423,0.231705794547908,0.11081887985937,0,0,0.252743097572586,0.188800271354196,0.0861000415855165,0,0,0,0,0,0,0,0,0,0.167957996059114
XLM,0,0,0,0.170428919332202,0,0,0,0,0.416356660757225,0.0675637799010655,0,0,0,0.16253032484481,0,0,0,0,0,0
MIOTA,0,0,0,0,0.0835405132767476,0,0.478051140643442,0.252284519001809,0,1.38777878078145e-17,0,0,0,0,0.0514089128426634,0,0,0,0,0
TRX,-0.16737357588354,0,0.543605112819934,0,0,-1.09506272570614,0,0.260077326981722,-0.335646733483666,0,1.65116524855569,0.10191420944924,0,0,0,0.891735492829736,0,0,0,0.0749464872003698
NEO,0,0,0,0.0485175815974483,0.110758017119172,0,0.206141955059364,0,0,0.18056937191858,0,0,0.171675676395304,0.0788113148505115,0.14456154542469,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0,0.0882432824195715,8.67361737988404e-19,0,0,0,0.493921187507127,0,0,0,0,0,-0.0359605192313002
DASH,0,0,0,0,-0.0844783078928733,0,0,0,0.48537546537948,0.112034404652886,0,0.275542406655951,0,0,0,0,0,0,0,-0.0661427733846568
XEM,0,0.0505314313081071,0.0993922361637508,0,0,0,0,0.234481821127686,0,0,0.509108110926009,0.0534909559092554,0,0,0,0,0,0,0,0
ETC,0,0,0,0,0.275789838602023,0,0,3.46944695195361e-18,0.212766430365683,0,0,0.21062588212111,0,0.0425357456759326,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.02910211569751e-05,0,0,0,0,0,-0.104154982637959
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0.00527422206981332,0,0,0.00548841576096875,0.0030791247403752,0,0,-0.00391716766873313,0,-0.00229384258552613,0,0,0.0671047895759774,0,0,0.0147609803093969
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441119592200827
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
