,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XEM,XLM,MIOTA,EOS,DASH,XMR,TRX,BTG,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.00326580040899627,0.340550441584627,0,0.557245921734348,0.11621776132006,0.03275737231446,0,-0.186965636361551,-0.070700952028785,-0.407024849469179,0,0.135345478549175,0.054916522760514,0,0,0,0,-0.0848723198737875
ETH,0.0504265208591149,0,-0.0590368744862417,0,0,0.174187440491116,0.463796566209664,0.0518536985195249,0,0,0,0,6.93889390390723e-18,0.0728874961182658,0.0545656464517565,0,0,0,0,0
XRP,0,0,0,0,0.162310923923247,0,0,0.261427787788386,0.124875193675331,0,0,0,0,0.117389157892526,0,0,0,0,0,0
BCH,0.74251497621577,0.0484088382625839,0.0610450613253233,0,0,0.323647800523156,0.156946738787041,0,0.0293854787708729,0,0,0.080408827234795,0,-0.055640817543215,0,0,0,0,0,0.186572481728034
ADA,0,0,0.184653955659484,0,0,0,0,0,0.47108534374063,0,0,0,0,0,0,0,0,0,0,0
LTC,0.37141937139861,0,0,0.0649987005261421,-0.00682362798650376,0,0,0,0,0.0142747639931616,0,0.122860894474881,0.0786302869181409,1.73472347597681e-18,0.190347938489362,0,0,0,0,0
NEO,0,0.847987588548801,0,0,0.076473892010405,0,0,0,0.142601214137558,0,0,0,0,-0.0731940851182921,0,0,0,0,0,0
XEM,0.201019327002195,0.300181797982728,0.0507530300607709,0,0,0,0,0,0.389774763965997,0,0,0,0.0504445567860718,0,0.0910867279968856,0,0,0,0,-0.0494748012205076
XLM,0,0,0.286216307213382,0,0.359655234849061,-0.0280063521035317,0,0.768334357575374,0,0.120219936666968,0,0,0,-0.192176688571449,-0.175688265157212,0,0,0,0,0.287346925725346
MIOTA,0,0,0,0.317989362743349,0,0,0,0,0.10880734698662,0,-1.38777878078145e-17,0,0.169351466799752,0.0664341580413812,0.125762570506235,0,0,0,0,0.191093521815054
EOS,0,0,-0.0413933035460547,0,0.167930699392945,0,-0.235851658785959,3.46944695195361e-18,0,-0.107342988881801,0,0.307370285762207,0.415543943845345,0,0.417525547334579,0,0,0,0,-0.0626178719327374
DASH,0,0,0.0455591402778391,0,0,0.151053427094324,0,0,0,0,0.0553460637951035,0,0.381356649585883,0.0841094920877272,0.0345945222527269,0,0,0,0,0
XMR,0,0,-0.0770125135620628,3.46944695195361e-18,0,0.238532191668914,0.170237883020353,0.219501980678982,0,0.0682247470379804,0.015660388642358,0.444186193628086,0,0,0,0,0,0,0,0
TRX,0.404632720156638,0,0.731840903241471,0,0.292196700231931,0,-0.745491318991734,0,0,0.268714674329411,-0.312815317756095,0.752426915524987,0,0,0,0,-1.21178319949617,0,0,0
BTG,0,0,0.0466735295731923,0.126299789799923,0,0,0,0,0,0,0.126960318056066,0,0.590277606554866,0.0653308877122822,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0.00740561186597534,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,-0.00431129063450588,0.0073859093337705,-0.00966225922283622,0,0,0,0,0,0,0,0,0.00341091018930502,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,-0.00471385187747188,0,0.003653562694767,0,0,-0.000349088864078004,0.00968415615828426,0,0,0,0,-0.0392299170043858
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
