,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,-0.0945832829299076,0.111256581871946,0.25296782211722,0,0,0,0,-0.000104739404153119,0.0741018592748931,0,0,0,0,-0.0439025976525665
ETH,0,0,0,0,0,0,0.280317401229267,0,0,0,0,-0.0224147147402756,0.0222005414037258,0,0,0,0,0
XRP,0,-0.397460579197488,0,-0.22985648738889,-0.427748789346147,0,0,-0.0388280086718565,0.593320728451168,0,0.143894370778778,0.0798059025283589,0.18229444778546,0,0,0,0,0.346073101413335
XEM,0,0,0,0,-0.0520727758192016,0.0773653989799732,0,0,0,0.380277160644165,0.0395316972555217,-0.0502415780879199,0,0,0,0,0,0
ETC,0,0.209605300119758,-0.407797348726007,0,0,0,0,0,0.124145192608459,0,0,0.0572051748716415,0.370514786393349,0,0,0,0,0.207808918387471
LTC,0.475889611372523,-0.0515378080434634,0.0757765038997335,0.138355750574484,0.0722561784154376,0,0,0.59251076899102,-0.500872588650646,0.141872577844402,-0.339848086019506,0.0406958928595332,0.197716822761856,0,-0.746131028174059,0,0,0
DASH,0.632455672942875,0.241990345168578,0.312425718160819,0.0509756912039022,0.0702620714169139,0,0,0.112354732414287,0,0,0.191144602196534,-0.0940900172341896,0.0218895890191228,0,0,0,0,0
XMR,0,0,0,0.108425016887961,-0.191387389876953,0.340646049440569,0.562356242771156,0,0.208047257990226,0,0,0,-0.149429441559653,0,0,0,0,0
XLM,0,0.224810749766835,0.656916530114644,0,0.121555888967991,-0.479226861457426,0,0.382368853419459,0,0.191916843477435,0,0,0.0827979860802164,0,0,0,0,0
DOGE,0,0,-0.0627491573724562,0.729510002204491,0,0,0,0,0,0,0.208474795325202,0.142593111202958,0.103125328200808,0,0,0,0,-0.631240213353744
ZEC,0,0.261158294780522,0,0,0,0,0,0.0979253203746028,0,0.108336862081481,0,0,0.0122007976972386,0,0,0,0,0
DGB,0,0,0.178618185234898,0,0,0,0,0.0582522268197122,0.349238756034075,0.622981274424051,0,0,-0.159407454921265,0,0,0,0,-0.638416104989474
NEO,0,0,0.612070041310228,0.250968794041172,1.26970040409016,0.485954894775102,0,-0.59154462862191,0.0492378598572403,0.269664578362023,0.0973649124180384,-0.0751487829442645,0,0,0,0,0,-0.706436740428229
BV010082.Index,0,0,0,-0.0394849198413262,0,0,0,0,0,0,-0.00573610793644606,0,0.0234942968490332,0,0,0,0,-0.0282558324577705
CVIX.Index,0,0,0,0.0781499900756012,0,0,0,-0.00988660916435333,-0.0153159121194899,0,-4.33680868994202e-19,0.0258496876124093,0.0215095272925255,0,0,0,0,0.103958325482946
DXY.Curncy,0,0,0,-0.00228792610598776,0.00476281016674787,0,0,0,0,0,0,-0.00314054305301364,0.00145025043197135,0,0,0,0,0
SPX.Index,0,0,0,-0.0116679767572841,0,0,0,0,0.00430044362331616,-0.00179101084777705,0.00390195764932604,0.00289801375522607,0.00287122940677948,0,0,0,0,-0.0279689168790856
VIX.Index,0,0,0.0964861741451457,0.166250039032517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
