,BTC,XRP,ETH,XEM,LTC,DASH,ETC,XLM,XMR,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0179603392945774,0,0,0,-0.0418239288045274,0,0.0903196632265792,0,-0.0123214059609841,0,0,0,0,0,-0.0652522891618334
XRP,0,0,-0.613538822122395,0,0,0,-0.299787832273316,0.26342020361692,0,0,0,0.115805728124382,0.218945275371805,0,0,0,0,0
ETH,0,-0.0415514170642652,0,0,0,0,0,-0.0199785424133025,0,0,0,-0.0299744811708609,0.380193056977722,0,0,0,0,0.100043666044547
XEM,0,0.233896548207051,0,0,0,0,0,0,0,0.344148718553012,0,-0.13767242121369,0,0,0,0,0,0
LTC,0,0,0,0.180603690321483,0,0,0,0.0188649945876219,0,0,0,-0.0312312677843115,0,0,0,0,0,0
DASH,0,0.0618113865133984,0.313631163677669,-0.0231693896574211,0.0585658323145081,0,0.0798580794749132,0,0.630616719412926,0,0.260949496607983,0,-0.206243935899225,0,0,0,0,0.00224132608014363
ETC,0,0,0.484507331710127,0.0713544244451223,0,0,0,0,0.083136896186446,-0.121627216842027,0,0,0.1402238617037,0,0,0,0,0.188507915759203
XLM,0,0.678101588978044,0,0,0,0,0,0,0,0.162745936315504,0,0,0,0,0,0,0,0
XMR,0,-0.0561246910784624,-0.109957280461469,0.146915369047751,0.0470971583993094,0.394681638521466,0.0392884161592858,0.039589704622382,0,0,0,0,0.208098481363998,0,0,0,0,0
DOGE,1.00003198162926,0,0,0.423495847249691,0.158958168416586,0,-0.581919202684942,0.106586939897081,0,0,0.423271630623453,0.208534933971578,0.35607441944637,0,0,0,0,0
ZEC,0,0,0.218878985782555,0.017295512948864,-0.116576884463056,0,0,0.0175474640731547,0,0.110561932149431,0,-0.00349180643840792,0.0968630544661994,0,0,0,0,0
DGB,0,0.223588031552992,0,0,-0.252379527177941,0,0,0.0399937783344039,0,0.939611741167113,0,0,-0.0678538401333995,0,0,0,0,-0.692644322027811
NEO,0,0,0.597753096458491,0,0,0,0,0,0,0.0225816390359663,0,0.0203315925883504,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0247379363471743,0,0,0,0.00635807819508494,0,0,0,0,0.0142264342275628,0,0,0,0,-0.0570910404160729
CVIX.Index,0,0,0,0.0429824362405659,-0.0440470616257931,0.0760581822982536,0.0235923071585099,-0.0172463614752551,0.0817281143282114,0,0,0.0324706839335897,-0.00049458690430194,0,0,0,0,0.132811693042286
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,-0.00286061576108617,0,0,0,0,0,0
SPX.Index,0,0.00177249617268698,0.00514725049827783,-0.0121312963365767,0,0,0,0.00472701683938922,0,0,0,0.00231155342643694,0,0,0,0,0,-0.0276331248791998
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
