,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,TRX,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0142520974031426,0,0.0169272202074171,0,0.154917786442138,0.157855567072885,0,-1.73472347597681e-18,0,0.139327290910545,0,0.0344859324102145,0,0,0,0,0.0538882232532923
ETH,0,0,0.0837018456010917,0.0975129626698585,0.533289227503032,-0.00184597013319533,0,0,0,-0.157259344972717,0.11964402989325,0,0,0.0839948134401206,0.158269067750078,0,0,0,0,-0.0937579784922215
XRP,0,0,0,0,0,0.0697577191503854,0.143998344979534,0.116067255349511,0.103469954184436,0.254310469477204,0,0,0,0.17295512425445,0,0,0,0,0,0
BCH,0,0,0,0,0,0.0937651403675561,0,0,0,0.347211900602431,0,0.0159515423773456,0,0.0849143967231401,0,0,0,0,0,0.081493156239769
LTC,0,0.724953557698736,0,0,0,0,0,0,1.38777878078145e-17,0.204382602747598,0.0606700011608462,0,0.0523770084981506,0.0890657461454256,0,0,0,0,0,0.0788261362789852
EOS,0,0,0.872133766764857,0,0,0,1.21005319698785,-0.574849630659421,0,-0.311885328275137,0.154334492907984,0.401521719794176,0,-0.700496961261848,0.270831463279772,0,0,0,0,-0.274623963116709
ADA,0,0,0,0,0,0.583172320409939,0,0.416365947270431,0,0,0,-0.192900857133299,0,0.33885618831795,-0.134414566850264,0,0,0,0,0.0549688036942439
XLM,0,0,0.180998106759446,0.228381339278734,0,-0.254725845602963,0.334819583552233,0,0.571909769640818,0,0.0612782323623406,0,0,0.0776206511218871,0,0,0,0,0,-0.024780931165598
NEO,0,0,0.0422172641690338,0,-3.46944695195361e-18,0.123641310832156,0.163950296180317,0,0,0.205885555883193,0.137846997887495,0,0,0.27056253362969,-0.0318997808364488,0,0,0,0,0.0960723441815194
MIOTA,0,0,0,0,0.206021610573989,0,0,0,0.519537203953072,0,0,0.0713685302946507,0,0,0,0,0,0,0,0.014689644749543
XMR,0,0,0,0,0,0,0,0.180384799295717,0.546985581843219,0,0,0,0,0,0.139658679746672,0,0,0,0,0.00422073280215274
TRX,0,0,0,0.627949553101522,0,0.179668814768688,0,0,0,0,0,0,0,0.17446784121579,0,0,0,0,0,0.263446871255156
DASH,0,0,0,0,0.0340921718942429,-0.0099344681579025,0,0,0.394032863433662,0,0,0.0215576513932368,0,0.118786850329788,0.0831323140475467,0,0,0,0,0.212388176683037
XEM,0,0.191778529408981,0.58582337453152,0,0,-0.291793528925625,0.0249515875429558,5.55111512312578e-17,0.547797133405989,0,0,0.0647041337590332,0,0,0,0,0,0,0,0
BNB,0.633628374242483,0.710064185442578,0,0,0,-0.00897143680277887,-0.0064835252456083,0,-0.569977714964433,0,0.231098686530886,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0.0420221102796003,0,0,2.71050543121376e-20,0,0,0,-0.0755811396816695,-0.0259628290637418,0.111953747810824,-0.0612497386696351,-0.0266213376193744,0,0,0,0,-0.0347466573500948
CVIX.Index,0,-0.110370264186759,0,0,0,-0.0359994358493128,0.0939447391792377,0,0,0.0168626037070017,0,-0.00605488608220504,0,-0.0369507347260273,-0.0162141303979514,0,0,0,0,0.0620393085709085
DXY.Curncy,0,0,0,-0.0223788030864111,0,0.0145731665670546,0,-0.025579111770942,0,0.000725887579398187,0,-0.0158672362705006,0.0499711719939136,-0.00941991581977589,0,0,0,0,0,-0.00599273942029944
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0952473679482155
VIX.Index,0,0,0,0,0,-0.168059854043638,0,0,0,0.0171999418050692,0,0,0.839737304016142,0,-0.122529401305173,0,0,0,-3.86197155789774,0
