,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,-0.0339360882397947,0,0,0,-0.0113588508920326,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0.128251766129294,0.329123191030246,-0.0382905496641411,0.222504804692849,0.430189304436284,0.52421846126767,-0.628453052019348,-0.30825913984747,0,0,-0.0598195364795089
LTC,0,0.0305048075062327,0,0,0,-0.0143836499681292,0,0,0,-0.0206469605790614,0,0,0.0489675900262993,0,0,-0.0161136487224422
ETC,0,0,0,0,0,0,0,-0.039458415711022,0,0.0804446612127804,-0.34813653397705,0,0,0,0,-0.0440040284811697
XMR,0,0.66226041315555,0.214040733176153,0,1.10159756474739,0,0,0.126248671507272,-2.44061128313805,-0.115142486452352,0,-1.08309328082991,0,0,0,-0.0531336756191809
DASH,-0.779072093329948,0,0.438912741589403,0,0.359157551634847,-0.168030105423058,0,-0.137626396871504,-0.368959932990474,-0.259207126743989,-0.305676066557712,0,-0.123737754279406,0,0,0.0733411492718551
XEM,0,0,0,0,0,0,0,0,0,-0.0839705127476088,0,0,0,0,0,0
DOGE,0,0,0,0,0.155956585824738,-0.0801827255134007,0,0,0,0.0101597227283065,0,0,0.316926859162483,0,0,0
XLM,-1.80022970081653,0.194173785731852,1.68950925271791,-1.2169234327895,0.412011132036028,-0.399931549852745,-1.81831472862345,-0.0573733899280819,0,0,-0.736946760515208,1.36463291376832,0.0691782962735757,0,0,-0.147579526304278
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0.0783827350345273,-0.309094617266792,0,0,-0.0537007489791012,0,-0.0415134087802149,0.0710220667153701,0.157617332569691,0.101893386553654,0,0,0,0,-0.0594254846403579
CVIX.Index,0,0,0,0,0,-0.0148499522344984,0,-0.0020230479157336,0.192993793248623,0.0623538180000244,0,0,0,0,0,0.0978905429225131
DXY.Curncy,0,-0.00897516201301581,0.0143396880088067,0,0.0139059400751461,0,0,0.0142706185637226,-0.0131147466737116,-0.00446758391314722,0.00509511399641647,0.0559252523973959,0.105675794428661,0,0,0.00072779599651002
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603840833705894
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
