,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.116665704576452,0,0,0,0,-0.327711729083019,0,0.190151101953372,0.0257954323964283,0,0,0,0,0,0,0
ETH,0,0,0.182660006672771,0,0.138970899860407,0,0.0742066359578719,0,0,0.0470188455220735,0,0.0446291762974437,0,0.0196563355268857,0,0,0,0,0,0
XRP,0,0.544057772568468,0,-0.451070145596048,0,0,0,0,0,0.101524229621852,0,0.0044273500613798,0.0124740892886795,0,0.117005163648766,0,0,0,0,0.267050771043405
BCH,0,0,0,0,0,0,0,0.343302822778614,0,0,0.354492264168026,0,0,0,0,0,0,0,0,0
LTC,0.150282092752211,0,0.000605758854859118,-0.383721465601303,0,0,0,8.67361737988404e-19,0.282402202791673,0,0.839800762418798,-0.00414071609075763,-0.0202434119400016,0,0,0,0,0,0,0.0951695727003823
DASH,0,0.264071709755856,0,0.0804879607412257,0,0,0,0,0.19818937348333,0.165064343118667,0,0,-0.029877432555603,0.00863553805008208,0,0,0,0,0,0
XEM,-0.320384887494182,0.0513677677389969,-0.298660886803164,-0.154911098278799,0,0,0,0,0,0.088707013618289,0,0.0920213056226392,0.0605437942103438,0.363350002449359,0.174948078326455,0,0,0,0,0
NEO,-0.470310869913628,0.057230433095739,0,0.440980028123861,0,0,0,0,0,0,0.285078075496976,0.00426017245283986,0.0418686427919339,0.459752204072009,0,0,0,0,0,0
XMR,0,0.355863187911257,0.035952431070925,0,0,0.0242926873408331,0,0,0,0.0431851737343073,0,0.126129709137215,0.0113532136637462,0.209427577558707,0,0,0,0,0,0
MIOTA,-0.65907802577757,0,0,0,-0.329468290774628,0,0,0.173956148946551,0.546657886845979,0,0,0.158973898312089,0.0525856416682355,0,0.217258194224053,0,0,0,0,0.565115793631206
ETC,0,0.140092551766113,0.0383017733918212,0.265082911247597,0.246646969815656,0,0.0190621236236461,0,0,-0.0536704853227368,0,0.0364588114731473,0.011242146161102,0,0.0466432994015738,0,0,0,0,0
ADA,1.19343800318128,0.423439176286424,0,0,0,0,0.540724896504292,0,0,0.647219041700606,0,0,-0.162333242765068,0,0,0,0,0,0,0
XLM,0,0,0,0,-0.0768028947805268,0,0,1.29028259133988,0,0,0,-0.410958180261184,0,0,-0.391120407395649,0,0,0,0,0
ZEC,0,0.194405058495577,-0.0210640241316952,0.0932645963654065,-0.0687310983253013,0,0.242452494747665,0.128127632539011,0.464598404151936,0,0,-0.0714052578048432,-0.0375940064408541,0,-5.42101086242752e-20,0,0,0,0,0.0119585994002339
EOS,0,0,0.134518544417196,0.114742992890398,0.155879493820758,-0.0378838936376188,0,0,0,0.09169619201665,0,-0.0672372947670672,0,0.167742837000985,0,0,0,0,0,0
BV010082.Index,-4.33680868994202e-19,0,0,0,0,0,0,0.0417686222849048,0,-0.0404916015017833,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,-0.00237111066906578,-0.00277367293952985,-0.00191610001765085,0,-0.00539928009389349,0.0192837911786386,0,-0.0190955710303523,0,-0.00610882557609212,-2.16840434497101e-19,0,0,0.0038793878417665,-0.0603858651419024,0,0,-0.0211159225709426
VIX.Index,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.243064660402819,0,0,-0.0280686950305989,0,0,0,0,0,0,0
