,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.41214172427817,0,0,0,0,0,0,0,0.116657912679793,0.0678643629562009,0.0364420404515187,-4.33680868994202e-19,0,0,0,0,0.0297642072952755
ETH,0,0,0,0.084314158412313,0.232238618825695,0,0,0,0,0,0.357197920286033,0,0.143788975918274,-2.16840434497101e-19,0.0888886870380748,0,0,0,0,0.0502333443031086
XRP,0,0,0,0,0.216419126380118,0,0,0,0.09826529636144,0.0870012155015995,0.233413536861296,0.0830611255373797,-0.171856641489915,-0.00744304903708823,0.0367316091155643,0,0,0,0,0
BCH,0.282781853954653,0,0,0,0.0914178966167729,0,0,0.0833838343245654,0,0.0123272518690982,0.278708800124564,0.159634503209103,0,0.0691515305606461,0,0,0,0,0,-0.0340522125582154
EOS,0,0,0,0,0,0.82787624095406,0,0.149895556100816,0.0593371907423117,0,3.46944695195361e-18,0,0,0,0.115629315103422,0,0,0,0,0
LTC,0,0,0,0,0.622308006731067,0,0,0,0,0,0,0.0562275344237093,0,0.0426328151759141,0,0,0,0,0,0
XLM,0,0,0,0,1.38777878078145e-17,0.25406592623573,0,0.112979059228216,0.0960642564669872,0.0768878070622389,0.0719019047685052,0,0.144804614703444,0,0.0948941348746272,0,0,0,0,-0.0128845596548652
ADA,0,0,0,0.301841726058942,0.0391554896275599,0,0.0646731778380165,0,0,0.00195308348923527,0.0261937663014912,0.129349041962107,0,-0.0805729003133868,0.449480051092846,0,0,0,0,0
MIOTA,0,0,0.123016347466411,0,0.119060756775273,0,0,0,0,0.486517344429223,0,0.046730474967363,0,0.224293287972816,0,0,-0.375061173138384,0,0,-0.0797065138626194
NEO,0,0,0,0.492284954353726,-0.0230848332012926,0,0,-0.530698616626334,0.389686105485311,0,0.0929378568850474,0,0.00182332526209872,-0.185612804900788,0.667927862765581,0,0,0,0,0.0532021154570106
TRX,0,0.764764759325873,0,0,0.10901994268447,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
XMR,0.0638302135564191,0,0,0,0,0.887395800187087,0,0,0,0,-0.0072873525157449,0,0.0831458385803558,-0.101697716034798,0,0,-0.654674222359419,0,0,0
DASH,0,0.342341316161566,-1.16726451240626,0,-0.120651373386805,0,0.497357977879477,0,0,0.280330551696062,0,0.33900411595374,0,0.207828881339757,0.0731946534404881,0,0,0,0,0
ETC,0.756190345221294,0,0,5.55111512312578e-17,0,0,0,0,0,-0.0328998092135286,0.227556396101436,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.135990101630453
XEM,0,0,0,0,0,0,0,0.808135830312426,0.0669498269544261,0,0,0,0,0,0,0,0,0,0,0.0414315674657021
BV010082.Index,0,0.0252643564474568,0,0,0,0,0,0.0618801218861353,0.0161642044711894,0.0273691994407726,0.0069822256056594,0.0111360191955842,0.0022440345851129,0,-0.0819488203392141,0,-0.0986774237885008,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,-0.0367530817153947,-0.105837894772187,0.0257566873667988,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0.0172446710726375,0,0,-0.00822282620622197,-0.000118144355652819,0,-0.0215633102659306,0,0,0.00599646158958026,0,0,0.123923226419938,0,0,-0.0142022544977707
SPX.Index,0,-0.0493516889345703,-0.0245105755053741,0.0610772195086113,-0.00490958551501019,0,0,0,0,0.0108161212980794,0,0,0,0,0,0.0593840872185336,0.0457177118753422,0,0,-0.0548506860452388
VIX.Index,0.417987416769265,0,-0.242739687097409,-0.4320545404079,-0.459053296843015,0,1.31733092322953,0,-0.794192901003453,0.190923383043547,-3.46944695195361e-18,0,0,0.0846427507701282,1.63012938918933e-05,0,0.707492718629485,0,-8.80203821910033,0
