,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.256308560231743,0,0,0,0,0,0,0.0106509006552738,0.0664847209159037,0,0.154344574771658,0.0431841081421576,0,0,0,0,0
ETH,0,0,0,0.157707805177075,0.11574735510806,0,0,0,0.0242805363106627,0.153528160699149,0,0,0,0.118231129313188,0.0835934082943124,0,0,0,0,-0.032385585799745
XRP,0,0,0,0,0,0.400642739707156,0,0,0,0.191748205470132,0.0509063743384547,0,0,0.106277197204166,0,0,0,0,0,0
BCH,0.147797455527762,0.0327987851773825,0,0,0,0.459834398138027,0,0.0903094638552563,0.0383379879202385,0,2.16840434497101e-19,0.0743954786290904,0.23526577258848,0,-0.0830995643817237,0,0,0,0,-0.0863291019454211
EOS,0,0,0,0,0,0.34627000759633,0,4.33680868994202e-19,0.0185029497411025,0.550613572292216,0,0.0203719154071778,0,0,0.187842681703823,0,0,0,0,-0.0369456379315614
LTC,0,0,0.517189407900617,0.41220453553793,0.148862654151104,0,0,-0.152206974774809,0,0,-0.0718942333464641,0.139059583359426,0,0,1.73472347597681e-18,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.380078185940663,0,0,0,0,0.378601024278213,0.0285629568668127,0,0,0,0,0,-0.0903629681096676
ADA,0,0,0,0.338277228515211,0.0870096412433559,0,0,0,0.119558278760665,0,0,0,0,0,0.42523483997823,0,0,0,0,0
MIOTA,0,0,0,0,0.180284589492024,0.28573322294606,0,0,0,0,0.114518938391299,0,0,0.252585625404893,0.125855491036608,0,0,0,0,-0.0711126813907838
TRX,0,0.0524259811417998,0.306591665341508,0,0.100871713424581,0,0.170320512895524,0.205222255130444,0.101283554794929,0,0.0167298603426158,-0.105997452124652,0,0,-0.0646320229475087,0,0.0985005928189224,0,0,-0.105357632742704
NEO,0,0,0,0,0.238046358696241,0,0,-3.46944695195361e-18,0.479050028403304,0,0,0.263367217319403,0,0,0,0,0,0,0,0.130420709965088
XMR,0.557015816235581,0,0,0.283699176770371,0,0.0293288828573954,0,0,0,0,0.110783643757045,0,0,0.0147674409862764,0.148597638096727,0,0.362633833341535,0,0,0
DASH,0,0,0,0.355374320968314,3.46944695195361e-18,0,0.342991247177286,0,0,0,0.13592226957672,-0.0804340877238049,0,0.0745097783135967,0.0175315511084915,0,-0.358875817155941,0,0,0.0612870079962785
ETC,0.712426141516299,0.27004277454085,0.27151712410739,0,0,0.107343964495137,0,0,0,0,-0.307497239003689,0,0,0,0.146511430184243,0,0,0,0,-0.0505577840090345
XEM,0,0,0,0,0,0,0,0.659858905883391,0,0,0,0,0,0.290415810497179,0,0,0,0,0,0.0900910335490695
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260929929669698
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0733843756576917
VIX.Index,0,0,0,0,-0.040563062126673,-0.22211541807884,0,0,0.339699476157009,-1.18767528258393,0.109814755837762,-0.161280619045495,0,0,0.357837507059907,0,0.72705810448081,0,-3.07458230300916,0
