,BTC,ETH,XRP,LTC,XEM,DASH,ETC,MIOTA,XMR,EOS,NEO,ZEC,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.313610811801603,0.267014296253487,0,0.0545853201007955,0,0,0.108251790949275,0,0.160608149798251,-0.292384938353214,-0.0208762051939081,0,0,0,0,0
ETH,0,0,0.190664317289761,0,0.0566740649004836,0,0.247839481947798,0.202987249411403,-0.217507080587048,0,-0.276884300026248,0.148294955568711,0.735458627903708,-0.0845019148442958,0.0950772139975711,0,0,0,0,0
XRP,0.0525890874056215,0.473780173485999,0,0,0.258478669157341,0,0.0361247961292388,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0
LTC,0,0.00191602758875758,0,0,-0.155626261203284,0.351198633934255,0,6.93889390390723e-18,0,0.0462615835860406,0.169530251167489,0.185813570614558,0,-0.0704462340744845,0.0242657966554871,0,0,0,0,0
XEM,0.537224442357908,0,0,0,0,0.160507957159346,0,0,0,0,0,0,0,0.501440025254967,0,0,0,0,0,0
DASH,0.083032931535373,0.0100808436551059,0,0,0.0636046069677726,0,0.0675930744240222,0.0431248285902398,0.452479596735391,0,0,0,0,0,0.0440916624679493,0,0,0,0,0
ETC,0,0.267270879509596,0,0.156414084392336,0,0.155988553057028,0,0,0.0301206872738029,0.0497703357985236,0,0,0,0,0.0171128144058148,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.0785144600922928,0,0,0.151217117473564,0,0.57176365995454,0,0,0,0,0,0,0,0
XMR,0,0,0,0,0.140767794652046,0.363877331906334,0,0.046749781482076,0,0,0,0,0.2105135855415,0.150839543225126,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0.365421950989672,0.194378461760801,0.0611990132333257,0,0.200473175469855,0,0.329055446294302,0,0,0,0,0,0,0
NEO,0.339645609933763,-0.294555598290064,0,0.109178563340107,0,0,0,0,0,0.482276145525246,0,0.345426729838842,0,0.185156836355507,0.0767035238517774,0,0,0,0,0
ZEC,0,0.538846289717966,-0.593381755912531,0,-0.0617128338697296,0,0.0883799653989238,0.219624465899892,0.151874348094618,0,0.225963051246194,0,0,0.076596327444765,0.111561193241088,0,0,0,0,0
DOGE,0.159776920847639,0.167582052392256,0.143538001886105,0,0,0,0,-2.71050543121376e-20,0.374104382788069,0.0270021230131889,0.133680736594848,0,0,0,-0.0413696601099355,0,0,0,0,0
XLM,0,0,0,0,0.260763431315071,0,0.170683771206598,0,0.281465362768485,0,0,0,0,0,0.245799952515571,0,0,0,0,-0.402302916035864
DGB,0,0.0307112753222918,0,0,0,0.332432754216888,0,0,0.0830330969405847,0,0.192593804660212,0.224327956601109,0,0.32810318314109,0,0,0,0,0,0
BV010082.Index,0,0.0184084971677833,0,0,0,0,0,0,0,0,0,0,0,-0.017335406562636,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0.0310116218606369,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0208231715039569,0,0.00829809909490077,0,-0.0101507730968593,0,0.0109054826515692,0.00941493187597359,0.0167768856959389,-0.0164905279357754,-0.0171827278721053,0,0,-0.0135393110657797,0.00227379351606212,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIX.Index,0.0157811091429545,0.189827338719936,-0.175067026485556,0,0.0477009944114312,0,-0.0776690505310586,-0.042821363019214,0,0.163243685528972,-0.0906806696300088,0,0,-0.133016269537123,0.0376824413983511,0,0.367930839101428,0,0,0
