,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XEM,XLM,MIOTA,EOS,DASH,XMR,TRX,BTG,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.234473346051548,0.00432365108819942,0,0.080954321636613,0,0,0,0,0,0.131204393910235,0.0803448265215416,0.0522819901560443,0,0,0,0,0
ETH,0,0,0,-1.0842021724855e-19,0,0.184742025534326,0.204536318641602,0.116082361661341,0.00838690185090107,0,0,0,0,0.0591660339811664,0.124324248003699,0,0,0,0,0
XRP,0,0,0,0,0.153819867048015,0,0,0.271403942704839,0.116843513392046,0,0,0,0,0.11285922658289,0,0,0,0,0,0
BCH,0.219384605370202,0,0,0,0,0.556415766655307,0.285875231816115,0,0.0313905353849002,0,0,0.0431516697520262,0,0,0,0,0,0,0,0
ADA,0,0,0.0727136139693925,0,0,0,0,0,0.65126981677588,0,0.0159592023642569,0,0,0.0516885426762386,0,0,0,0,0,0
LTC,0.299853644779933,0,-0.0217148176633027,0.0894526972957576,0,0,0,0,0,0.0240402593832469,0,0.0912429745443179,0.118414407235418,0,0.197012092053826,0,0,0,0,0
NEO,0,0.871279933461185,0.0371496489531274,0,0.0613090770597418,0,0,0,0.125043013800799,0,0,0,0,-0.085557186492646,0,0,0,0,0,0
XEM,0.199329974019668,0,0,0,0,0.0893439922064773,0.0425630197382359,0,0.466712504009416,0,0,0,0,0.0330521910240164,0.128280251494288,0,0,0,0,0
XLM,0,0,0.302860210052722,0,0.421059825279367,0,0.0217101920226189,0.624922343397938,0,0,0,0,0,-0.139515007870105,-0.095474177093253,0,0,0,0,0
MIOTA,0,0,0,0.340289240692548,0,0,0,0.084815926390426,0,0,-6.93889390390723e-18,0,0.141365274682143,0.0325734384331541,0.126623461041587,0,0,0,0,0
EOS,0,0,0,0,0.116461526087568,0,-0.416756735411961,0,0,0,0,0.2579245075222,0.579773329415989,0,0.372411238368602,0,0,0,0,0
DASH,-0.0480192857435901,0.481246361072247,0.0803427354844513,0.0182506801267959,0,0.543935285444485,0,-0.185943477479122,0.0131122950038425,0,0.0476576718467689,0,0,0.0593675774635899,-0.00301843486195016,0,0,0,0,0
XMR,0,0.0261072439581611,-0.0556324722487516,0,0,0.232539359734556,0.292858220887373,0.0818819929647088,0,0.110735067312301,0.305055337324206,0.00882560841680135,0,0,0,0,0,0,0,0
TRX,1.03243539358797,0,0.290366300485916,0,0.571029928362795,0,-0.368208705169189,3.46944695195361e-18,0,0.0698587308821605,0,0.54075924401343,-0.401617170287532,0,1.73472347597681e-18,0,0,0,0,0
BTG,0,0.188837355393288,0.180536903605797,0,-0.0845020040565838,0.311161950681999,0,0,0,0,0.170386564098302,0,0.318165572850201,0.091271629074546,0,0,0,0,0,0.48042298291416
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0.00940679985256221,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,-0.00279049739147325,0.00158470030221924,-0.0102080854956583,0,0,0,0,0,0,0,0.00517099831138014,0.00324798997729561,0,0,0,0,0,0
SPX.Index,0,0,-0.00711119639807892,0.00380309296871237,0.00928077696938945,0.0041358029630341,0.00176122490655671,-0.0073114733119438,-0.00593595497855057,0,0.0125025856641231,0,0,-0.00581536762049821,0.0100668578834779,0,0,0,0,-0.0870327707027552
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
