,BTC,ETH,BCH,XRP,LTC,DASH,MIOTA,NEO,XMR,XEM,ETC,EOS,ZEC,ADA,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.232211566129734,0,0,-0.205075518298248,0.23522095395593,0.0210816840189184,-0.23480539316574,0,-0.0690552498931489,0.185977264689407,0,0,-0.129012498338577,0,0,0,0,-0.171200401672146
ETH,0,0,-0.0533596652321498,0,0,0.178696979348065,0,0.0134148637431947,0,0.136383655744443,0.198244980475687,0.108138294910306,-0.114094071922095,0.118772306483531,0,0,0,0,0,-0.115399994939382
BCH,-2.40050158238842,0,0,0,0,0,0.965437534000527,0.147862318609663,-0.528763708691511,0,0.187343973089494,0.44564446196118,-1.39165532451714,-0.156245764894314,-0.768933722607753,0,0,0,0,-0.786234622487985
XRP,0,0,0,0,0.126799893160641,-0.0387593084740184,0.0452987053834366,0,0.00935638838670475,0,0.00946887353827456,0.00392817558412137,0,0.0578559967393115,0.137889498773879,0,0,0,0,0
LTC,0,0,-0.0810884879418353,0.567388865225523,0,0,0,-0.0756372830942309,0,0,0.0655358313268833,0.0463664611845995,0.0800904977433722,0.10056111852582,0,0,0,0,0,0
DASH,-0.409090036661125,0,0,0,0,0,0,0.00497398640796918,0,0,0,0.0132269146034201,0.596532060965245,-0.000731934428622227,-0.118198355033153,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0.100933229459062,0,0,0,0,0.346259356806615,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0,0,0.0695560507525495,0,0,0.116468897211168,0.0938875538712751,0,0,0,0,0
XMR,0,0,-0.0108900686816393,0,-1.38777878078145e-17,0.191617505692586,0.222407019856468,0.124226784450651,0,0.194658804062171,0.0135559285952944,0.076081155288333,0,0.0447882174981905,0,0,-0.824985125518528,0,0,0
XEM,0,0,0,0,0,0,0,0.011279270200426,0,0,0,0,0,0.398041222981263,0.0909944118363461,0,0,0,0,0
ETC,-0.233970663651554,0.949574528607403,0.160826820716789,0,0,-0.268422297953524,0.086894411431145,-0.00279714029127691,0,0,0,0,0,0,0,0,0,0,0,0.205626007726463
EOS,0.102432365020299,1.69998454016228,0.057449047494759,0,0,0.044813717905942,0,0.143911792160943,0,0,0,0,0,-0.714174498291303,0.84713978105893,0,0,0,0,0.264325036824835
ZEC,0,0,-0.0721689018385004,0,0.0877312412795817,0.385776668612872,0.29080189769468,0.0172678627220674,0,0,0.0361209583037791,0.0302302696036287,0,0.00723746384187676,0,0,0,0,0,-0.131566292675311
ADA,0,0.16844866931966,0,0,0.352807437851624,-0.00513494882213648,0.0610350142535858,0,0,0.866899427697632,0,-0.100455964932399,0,0,0.209470573504097,0,0,0,0,-1.38777878078145e-17
XLM,-0.258858592277534,0,0,0,0.241464085671464,-0.259854819243715,0.161644199802027,-0.103771366124104,0,0.652915068521363,-0.181145181607306,0.273636767513933,0,0.207220381576549,0,0,0,0,0,-0.260129340598145
BV010082.Index,0,0,0.005960704534207,0,0.0655132736708135,0,0,0.0424088205699611,0,0,0,0.0188557681331152,0,-0.0325974652726665,0.0106808479024226,0,0,0,0,0
CVIX.Index,0,0,-0.0166576944024493,0,0,0.0290882355437522,0.0603350980495949,-0.0154250991799332,-0.129805350576362,-1.0842021724855e-19,0,-0.0611331743547477,0,0,0.0708838419151381,0,0,0,0,0.0573896837582652
DXY.Curncy,0,0.00386841602078985,1.0842021724855e-19,0.0141463344653665,0,0,0,0.0040395038062765,0.00783536523193683,0.0198823101100657,-0.00628962195912103,0.00152304187264117,0,-0.0122771623073526,0,0,0,0,0,0
SPX.Index,0,0,0.00219908666924976,0,0,0.00293176336332172,0,0.00531800179990881,0,0,0,0.00124563934723674,0,0,0.00545353285191052,0,0,0,0,-0.0370569971547418
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
