,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0649084774619443,0.931988485085575,0.0747527468448784,0.112247121567834,0.00424865019875078,0,0,0,0,-0.121543028138408
XRP,-0.371617390087531,0,0.160128961511282,0.0985342347326452,0,0.213321209138928,0.477947272587256,0.0545373815697847,-0.574088254871298,0,0,0,-0.221015410956552
LTC,0.139315265818853,0,0,-0.0125379760470552,0.42814673932239,0,0.13221355837921,0,0,0,0,0,0
DASH,0.471758569503028,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.324015647787047,0.0462441307225833,0.19075750454758,0,0,-0.095614675694125,0.229508956042325,0.0137374459286028,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.533674422620257,0,0,-0.165153348793858,0.643527680331879,0.0841601108223433,0,-0.0598797048666666,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391219973158913
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0.00263284633695644,0,-0.0152809668867358,0,0.00354090858057349,0,0,0,0,-0.102338807970664
VIX.Index,-0.0544826122400121,-0.097157134215915,-0.0176637318266605,0.0375362873507881,0,-0.0353260063525219,0,0.0304493611240884,0,0,0,-7.49653085697161,0
