,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0873284593514476,0,0.0641682853514207,0,0,0,0,0,-0.260024531076952,0.129397231432484,0,0,0.25518466792839,0,0,0,0,0
ETH,0,0,0,0,0,0,0.00740964766607519,0.0433548050299472,0.00541763647717274,0.0530956017456516,0.0511857200666556,0.160763843447217,0.0931478723711228,0.0412489879543725,0.0618026042416189,0,0,0,0,-0.0588754803893417
BCH,-0.563459483485839,0,0,0,-0.0581464466051232,0,-0.552214095947605,0,-0.355524739073413,0.14640644322128,0.596027641837729,-0.139698367834633,0,-0.164288058377883,0.421757062285712,0,0,0,0,-0.615562650863436
XRP,0,0,-0.0396855960430727,0,0.182025832579817,0,0,0.00364621746628269,0.0407207516229706,0.000594080336546083,0.0978359573289436,0,0,0.0399878608212868,0,0,0,0,0,0
LTC,0,0,-0.0461405825322514,0.285503112888647,0,0,0,0.0747356660615597,0,0.0779588148421572,0,0.0817420482960482,0.063899946543984,0,0.0454438774631786,0,0,0,0,-0.041403979512433
DASH,0,0,0.117973610377612,-0.444707043109226,0.619775714680879,0,0.234206382312074,-0.102033966641565,0,0.041496524917443,0.119628176459362,0,0.0285195001745763,0,-0.0678216136612691,0,0,0,0,0.0389006122868794
NEO,0,0.000854922120492516,-0.293302882152271,0,-0.314238284277722,0,0,0,-0.172527272712412,0.197834456513255,0.613953326932873,0,0.263960153519859,-0.0773723610477196,0.0677493537095156,0,0,0,0,-0.121055609934139
XEM,0,0,0,0,0,-0.422739743180787,0.0359004237464997,0,0,0,0.39900373112043,0.327162756075725,0,0.0293584860023848,0,0,0,0,0,-0.257738979495244
XMR,0,0,-0.152706218312343,0,0,0,0.0782819334511533,0.0605022406193061,0,0.0629556346488135,0.242783099681691,0.0959299850614266,0,0,0.0706034259335329,0,0,0,0,-0.208505076638603
ETC,0,0,0.130026300938871,0.0967981843313327,0,0,0,0.0444755521031774,0.351276573477748,0,0,0,0,-0.056240934546101,-0.152365794306639,0,0,0,0,0
MIOTA,-0.0945304974157912,0,0.254937940084368,0.325226138702921,0,0.400365477775821,0.556026491842958,0.314133205801452,0.357911107973562,-0.132603731456041,0,0,0,0.094517694145944,0,0,0,0,0,0.332761391384391
ADA,0,1.04139858773738,0,0,0.397851485884051,0,0,0,0.405861391317375,-0.194786832096696,0.124276801296347,0,0.0374228612771671,-0.0972725652530108,0.0284501154160854,0,0,0,0,0
ZEC,-0.0863490894535152,0.137692968334717,0,0,0.544426610857332,0,0.333632684023394,0,0.01764238983505,0,0,0,0,0.00419836044753407,0,0,0,0,0,-0.0980721857580207
XLM,0,0,-0.426551135938435,0,0,0,0,0,0,0,0.376773351743515,0,0,0,0,0,0,0,0,0
EOS,1.33965282850191,0,0,0,0,0,0,0,0,0,0.352540553412036,0.233014394105646,0,-0.063494244987596,0,0,0,0,0,0
BV010082.Index,0.138215260445084,0,0.0296482821015807,0,0.0360512740136369,-0.0328375924278455,-0.00827750769093871,0,0,-0.0331593146917941,0.0504729997058235,-0.0466142363830332,0.0321479455505118,0.0424659935161405,-0.0232701309708428,0,0,0,0,-0.0274281105714618
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0.000449251080453045,0,0,0,0,0.0213890372492041,0,-0.0135984555532213,0.00301953685782098,-0.00403479496474612,0,0.00260990330731822,0.000335814031854264,0,0,0,0,-0.022460503151771
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549387545154122,0.000157646184735991,0,0,0,0,-0.0374999050878919
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
