,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.293766779465531,0,0,0.198606817018562,0,0.231511282783619,0.1859164312121,-0.13779095172804,0,-0.00460433086099919,-0.0852605993541106,0.122066095838529,0,0.161891103605372,0,0,0
ETH,0.233083638303416,0,0,0,0,0.122500132742064,0.11626810334653,0,0,0,0,0,0,0,-0.0845164968331583,0,0,0.0342445096006037
XRP,0,0,0,0,0,0.0818793783622426,0.00895323332673462,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0.0695138681588088,0.028750730630075,0,0,0,0,0.0928797027265718,0,0,0,0,0.017402123809023
XMR,0.118830306413297,0,0,0.245951899359087,0,0,0,-0.00480126236586453,0.507890298740848,0,-0.172335622495497,0,0.248661479772541,0,0.00980498339975088,0,0,0.113950594211743
DASH,0.352620783849016,0,0,0,-0.102559320054335,0,-0.0532281786264603,0.143177237825597,0,0,0.276534902050441,0,0.243161947597363,0.324889143364854,0.259445097307416,0,0,-0.0779164031387815
ETC,0.212798611951347,0,0,0.368068944499891,0,0,0,-0.0587930865857688,0,0,0.124891498113686,0.116797804779772,0,0,0,0,0,0
XEM,1.85184046322781,0,0.425082181843732,0,0,1.03316834035791,-0.686338039975709,0,0,0,0,0.259534656959026,-0.617084820897363,0,-0.610750155870598,0,0,0
DOGE,0,0,0.186553928064732,0,0.144615077669329,0.038227527483278,0.126643877206518,0,0,0.0647764749032571,0.0874191901283652,-0.0252490707185977,0,0.771331817794094,0,0,0,0
ZEC,0,0,0,0,0,0.0955262633361976,0.0310908879253735,0,0,0,0.405108100521715,0,8.67361737988404e-19,0,0,0,0,0.112829782505165
XLM,0,-0.267784599174435,0,0.424650325407968,0,0.321959172678003,0,-0.0894765379432874,0,0.0360098083827092,0,0.0959465428746454,0,0,-0.340012445249859,0,0,-0.071551341056096
NEO,-0.23556538093104,0,0,0,0,0,0,0.217559984550675,0,0,0.525142068057081,0,0,0,0,0,0,-0.110954117493552
DGB,0,0,0,0,0.463498730720914,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0.0854992973200119,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,-0.0187599097748178,0,0,0,0,0,0,0,0,0,0.131794578746911
DXY.Curncy,0,0,0,0,0,0.0180919557100662,-0.0116527659697881,0,0,0,0,-0.00430065872480274,0.0100961920804315,0,0.0272521750459283,0,0,-0.0185868239494399
SPX.Index,0,0,0,0,-0.0108955500599167,0,0,0.00502617328408092,0,-0.0182576971838561,0,0.00400377312023398,0,0.0676364452702725,-0.010741037850971,0,0,-0.0529755653090756
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
