,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,-0.111162574423394,0.145025681107451,0.0667500487825012,0,0,0,0.0709300249281246,0,0.105043876625722,0,0,0,0,0
ETH,0,0,-0.0827198836769806,0.0571824831338632,0,0,0.43301712576067,-0.0657436087056198,0,0.064027525368187,0.0213329733613626,0.0161043086700575,-2.16840434497101e-19,0,0,0,0,0
XRP,0,-0.251151589395799,0,-1.73472347597681e-18,-0.599682173143229,-0.135865225461989,0.076273162630046,0,0.449730228117846,0,0,0.101500976253335,0.276844122404312,0,0,0,0,0.0125657351303784
XEM,0,0.287292442576954,0,0,-0.125546590549058,0.127425313505926,0,0.295568841095529,-0.213406179921334,0.206270605233496,-0.0761131327245766,-0.0180080736307915,0.120939008026383,0,0,0,0,1.27296112922724
ETC,0,0.266966548557793,-0.231795935740219,0,0,0,0,0,0,0.100823426806863,0,0.0287507144554097,0.342567497736821,0,0,0,0,0.13891329176146
LTC,0.435293385193383,0,-0.131627426952526,0.0568454007825033,0,0,0,0.571178958346663,-0.270632127949322,0.0682946548215076,-0.265159756490515,0.0397789815552446,0.228360834818443,0,0,0,0,0
DASH,0.558494446558209,0.241024373463667,0.293815937567497,0,0.11293187405285,0,0,0.131015249307067,0,-0.0397787006505194,0.214548005600198,-0.0910804715052616,0.0185909959089248,0,0,0,0,0.0824962981933069
XMR,0,0,-0.148134914383542,0.0955771893608465,-0.182550300434028,0.304460655034393,0.634075591182381,0,0.315645392463995,0,0,0,-0.165249072334363,0,0,0,0,0
XLM,0,0.303500643280839,0.495757074087916,0.0129965110592535,0.175517945159295,-0.845888588352426,0,0.628844386827149,0,0.139066911403253,-0.180465731196545,0.0335257573684277,0.166352327673555,0,0,0,0,0
DOGE,0,0,0,0.822909856015375,0,0,0,-0.173309422255141,0.0667698997427504,0,0.229349909513426,0.112362792721394,0.0555041930140667,0,0,0,0,-0.722960547336256
ZEC,0,0.265144561976159,0,0,0.0132295826739429,0,0,0.155483656386465,0,0.103722871528585,0,0,0.0217611478403499,0,0,0,0,0
DGB,0,0,0.200060491298254,0,0,0,0,0,0.343416901799483,0.625389791937159,0,0,-0.17341774098849,0,0,0,0,-0.616226478179545
NEO,0,0,0.583161098644058,0.1912277238433,1.24021552856924,0.711788003940604,0.00339028783990358,-0.711825008104048,0.251383655909293,0,0.254385321565849,-0.0913504741195755,0,0,0,0,0,-0.522304616259748
BV010082.Index,0,0,0,-0.0392587658246617,0,0,0,0,0,0,-0.00583579312759379,0,0.0234838365182066,0,0,0,0,-0.0281039591635093
CVIX.Index,0,0,-0.0441102866738361,0.0587632413475568,0,0,0,0,0,0,0,0.0309822534042032,0.0183865913523564,0,0,0,0,0.120297831647934
DXY.Curncy,0,0,0,0,0.00401438167967083,0,0,-0.00504498276065771,0,0,0,-0.00319336069705023,0.000630981837495367,0,0,0,0,0
SPX.Index,0,0,0.00422048424377787,-0.0102926351747687,0,-0.00106961291760206,0,0,0,0,0.00217848757780377,0.00251025008208706,0.00285089460882775,0,0,0,0,-0.0301572709399178
VIX.Index,0,0,0,0.142403575560525,0,0,0,0,0.117946720013054,0,0,0,0,0,0,0,0,0
