,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,DASH,TRX,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.0747938082617229,0,0,0,0.172868432987069,0.125706783406123,0.379098097223732,0,0.0142884775961218,0,0,0,0,0,0.0133436401366617
ETH,0,0,0.222452424166627,0,0.214122576414395,0,0,-0.146839807381278,0,0,0.241455023643087,0.200086806071434,0,0.0960918989392457,0,0,0,0,0,0.0107920876414144
XRP,0,0,0,0.00816853064691821,0,0,0.129996417781125,0.320740695566395,0,0,0.14317761306631,0,0,0,0.217685994042352,0,0,0,0,-0.0198110766680843
BCH,0,0,0,0,0.339939731460033,-0.0244841454529751,0,0,0,0.326135062981662,0,0.0922698103021691,0.134603546726778,0,0.0260225476432737,0,0,0,0,-0.0470999999611043
LTC,0,0.332590611245038,0,0.179505632811943,0,0,0,0,0.0595239837745732,0,0.0665499290639482,0.161204062626411,-0.117682215985894,-0.0559386826545222,0.138762006680622,0,0,0,0,0.0889762749251309
EOS,0,0,0,0.253918433328147,0,0,0.437060380162524,0,0,0,0,0,0,0,0.104105543164331,0,0,0,0,0
ADA,0,0,0,0,0,0.490103542933703,0,0.42907198322183,0,0,0,0,0.234850513603749,0.106712930399958,0,0,0,0,0,-0.146721262824916
XLM,0,0,0,0,0,0,0,0,0.719532453284456,0,0,0,0,0.129613022447679,0.0285464028916807,0,0,0,0,0
NEO,0,0,0.0448970010322147,0,0.0810710181277615,0.119039468134406,0,0.484693739529399,0,0.0325367263337665,0.209086427129676,0.0900557266456548,0,0,0,0,0,0,0,0
MIOTA,0.675215804265206,0,0,0,0,-0.021911739987158,0,0.107871421270833,0.25516819815799,0,0.0157713215814256,0,0.147122250259178,0,0,0,0,0,0,0
XMR,0,0.0828088948096551,0,0.150291299115943,0.109840281771184,0,0,0,0.870064828941927,0,0,0,0,-0.138103367312721,0,0,0,0,0,0
DASH,0.549319293906496,0.267519146611613,0,0.204866919282882,0,0,0,0,0,1.73472347597681e-18,-6.93889390390723e-18,0,0.124677362225601,0,0,0,0,0,0,-0.0121363979753174
TRX,0,0,0,0,0,0,0.155460398085414,0,0,0.38606916298318,2.77555756156289e-17,0.521482169611294,0,0,0.11800055076114,0,0,0,0,0.208048554817133
XEM,0,0.318833241157171,0,0,0,-0.556699653505779,0.408647270045683,0.900659204688898,0,0,-1.25715931405644,0.72028777169926,-0.0385340810032939,0,0.489898600265895,0,-2.56511416153626,0,0,-0.00795350571971845
ETC,0,0,0,0,0,0.117593926549839,0.14169676751088,0.200113574347628,0.215045581750887,0.173676248004552,0,0,0.0255865358892414,8.67361737988404e-19,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396028779111423,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0.0122170438905622,0,-0.0258341445131684,0,0,0,0.0558719891274642,-0.0206854991125347,-0.00688185894282406,-0.00441721365266238,0,0,0,0,-0.0137076912233205
SPX.Index,0,0,0,0,0,-0.00535960520290881,0,0.013154519867837,0,0,0,0,0,0.00666688508350983,-4.33680868994202e-19,0,0,0,0,-0.0884668125923556
VIX.Index,0.0152347986148656,0,-0.965833042748359,0,0,-0.138720990232643,0.29751747154757,0.758335508984519,0,0.0993690503838945,0.0145338814332123,0,3.46944695195361e-18,0.00164682229685643,0,0,0,0,-3.04072311505948,0
