,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,-0.0186325452231467,0,0.0609592559720813,0,0,0,0,0,0,0
ETH,0,0,-0.11223273982099,0,0,0.40059203250697,0,-0.14901076694244,0,0.130984380243737,0.094344585027974,-0.00413422673138093,0,0,0,0,0,0
XRP,0,-0.157873439923952,0,0,0,-0.407716865932079,0,0,0.295509620037789,-0.11194673635586,0,0.113901782388815,0,0,0,0,0,0
XEM,0,0,0.380539004860874,0,0,0,0,0,0,0.269746141008458,-0.0229945679831503,-0.178851797323038,0,0,0,0,0,0
LTC,0,0,0,0.0852757565337329,0,0,0,0.414076161112797,0,0,-0.169514239992993,-0.0505444290801028,0.221007039757507,0,0,0,0,0
ETC,0,0.598303668036632,-0.0583504651543657,0.0783073923178202,0,0,0,0.171989653697372,0,0,0,0,0.0453667876493071,0,0,0,0,0.0756785189319943
DASH,0,0.238002373097754,0,0,0,0,0,0.252370563945744,0.0756031980757274,-0.118607539057021,0.309892516246381,-0.0513346288134978,-0.114744280715925,0,0.589533633857503,0,0,-0.0247392721406319
XMR,0,0,0,0.113746823316249,0.218805202994895,0,0.44285298359492,0,0.0296468601869974,0,-0.0542431356492297,0,0.0748077121801886,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,0,0,0,0.256040815686955,0,0,0,0,0.0688467375351265,0,0.226845952446421,0.142493002609808,0,0,0,0,0,0
ZEC,0,0.125721619337848,0,0,0,0.0626225305584755,0,0,0,0.143260339083809,0,0,0.13866463861341,0,0,0,0,0
DGB,0,0,0.149935760496337,0,0,0,0,0,0.209535887389666,0.593203394144757,0,0,0,0,0,0,0,-0.604152292638611
NEO,0,0,0,0,0,0,0,0.327762753933501,0,0,0.111332807910934,0,0,0,0,0,0,0
BV010082.Index,0.0482909371373584,0,0,-0.00743421586089571,0,0.0277142242270054,-0.110323132079991,-0.0086527121960463,0.0210198294171745,-0.0195686809747551,0.0286869246516166,-0.00405647421448153,0.0393818717992015,0,0,0,0,-0.0607161651211973
CVIX.Index,0,0,0,0.0650149894018253,-0.0190291869450955,0,0.0671385551630627,0,0,0,0,0.0347764384856741,0.050936343858076,0,0,0,0,0.143610681550564
DXY.Curncy,0,0,0,0,0,0,0,-0.00260927702660083,0,0,0,-0.00299232485513438,0,0,0,0,0,0
SPX.Index,0,0,0,-0.0115190994024588,0.00156465666059289,-0.00402144629238944,0,0.00537799254337078,0.00398216698091976,0,0.00351339792848685,0.00306710592780035,0,0,0,0,0,-0.0209090433134557
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
